#
# iasp91 travel-time table for Sn
#
# number of distance and depth samples
39 25
# delta samples
0.000 0.025 0.050 0.100 0.250 0.500 0.750 1.000 1.500 2.000 2.500 3.000 3.500 4.000 4.500 5.000 5.500 6.000 6.500 7.000 7.500 8.000 8.500 9.000 10.000 
11.000 12.000 13.000 14.000 15.000 16.000 17.000 18.000 19.000 20.000 21.000 22.000 23.000 24.000 
# depth samples
    0.000000    1.000000    2.500000    5.000000    7.500000   10.000000   12.500000   15.000000   17.500000   19.900000   20.000000   22.500000   25.000000   27.500000   30.000000   32.500000   34.900000   35.000000   40.000000   45.000000   50.000000   75.000000  100.000000  150.000000  200.000000
#
# travel times (rows - delta, columns - depth)
#
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000    9.952271   11.070706   12.188613   13.306078   18.886805   24.456564   35.566944   46.650970
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000    9.986051   11.098375   12.212143   13.326900   18.899588   24.465891   35.572933   46.655388
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000   10.084212   11.179558   12.281598   13.388429   18.937687   24.493723   35.590855   46.668598
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000   10.455420   11.491627   12.551387   13.627972   19.088331   24.604029   35.662117   46.721191
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000   12.672308   13.434847   14.278212   15.176072   20.106535   25.355680   36.152798   47.084488
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000   19.224594   18.861254   18.512766   18.498310   18.707808   19.128851   19.672892   23.360832   27.868654   37.848091   48.348656
 -999.000000 -999.000000 -999.000000 -999.000000   29.330336   28.836994   28.343903   27.851057   27.358459   26.885801   26.866144   26.501429   26.137072   25.773052   25.409369   25.046022   24.697529   24.683071   24.751308   24.953077   25.264240   27.893345   31.590809   40.513256   50.384743
   36.996620   36.798958   36.502537   36.008701   35.515110   35.021767   34.528671   34.035820   33.543217   33.070553   33.050896   32.686169   32.321800   31.957769   31.594072   31.230711   30.882202   30.867743   30.901917   31.019161   31.214472   33.123650   36.121578   43.954853   53.101128
