#
# iasp91 travel-time table for Pg
#
# number of distance and depth samples
24 10
# delta samples
0.000 0.025 0.050 0.100 0.250 0.500 0.750 1.000 1.500 2.000 2.500 3.000 3.500 4.000 4.500 5.000 5.500 6.000 6.500 7.000 7.500 8.000 8.500 9.000 
# depth samples
    0.000000    1.000000    2.500000    5.000000    7.500000   10.000000   12.500000   15.000000   17.500000   19.900000
#
# travel times (rows - delta, columns - depth)
#
    0.001100    0.172417    0.431036    0.862070    1.293104    1.724138    2.155173    2.586207    3.017241    3.431034
    0.479290    0.508462    0.645212    0.994102    1.389035    1.799182    2.216771    2.647273    3.059775    3.469532
    0.958579    0.973947    1.052399    1.290474    1.619249    1.987245    2.375690    2.797081    3.176473    3.575393
    1.917155    1.926123    1.965328    2.104322    2.311068    2.579713    2.892959    3.268576    3.583603    3.946537
    4.792882    4.795604    4.811724    4.871405    4.960783    5.094424    5.259447    5.441083    5.654959    5.883971
    9.585740    9.581452    9.593528    9.621402    9.672079    9.740450    9.819550    9.915973   10.039866   10.174936
   14.378551   14.378182   14.382322   14.398802   14.429299   14.477912   14.538650   14.607705   14.683734   14.763656
   19.171295   19.169086   19.172449   19.183203   19.203632   19.236664   19.283466   19.339869   19.403980   19.474541
   28.756483   28.754753   28.754070   28.758121   28.768974   28.785507   28.810749   28.846867   28.892267   28.947332
   38.341125   38.338543   38.336025   38.335770   38.340481   38.349854   38.363892   38.384613   38.414627   38.455215
   47.925037   47.921627   47.917568   47.913986   47.914280   47.918465   47.926418   47.938221   47.955986   47.983547
   57.508034   57.503799   57.498375   57.491936   57.488728   57.488750   57.492001   57.498405   57.503479   57.524746
   67.089943   67.084892   67.078186   67.069160   67.062935   67.059441   67.058739   67.060799   67.065590   67.073944
   76.670570   76.664734   76.656769   76.645332   76.636391   76.629784   76.625641   76.623924   76.624626   76.627663
   86.249741   86.243134   86.233910   86.220207   86.208725   86.199280   86.192047   86.186966   86.184036   86.182167
   95.827271   95.819901   95.809433   95.793549   95.779640   95.767563   95.757500   95.749344   95.743126 -999.000000
  105.402969  105.394844  105.383171  105.365150  105.348885  105.334335  105.321617  105.310600  105.301353 -999.000000
  114.976669  114.967781  114.954910  114.934784  114.916252  114.899345  114.884079  114.870369  114.858292 -999.000000
  124.548180  124.538528  124.524483  124.502281  124.481552  124.462349  124.444626  124.428352 -999.000000 -999.000000
  134.117310  134.106903  134.091690  134.067444  134.044571  134.023117  134.003021 -999.000000 -999.000000 -999.000000
  143.683899  143.672714  143.656357  143.630096  143.605118  143.581436 -999.000000 -999.000000 -999.000000 -999.000000
  153.247742  153.235809  153.218277  153.190018  153.162979 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  162.808670  162.795990  162.777298 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  172.366501 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
#
# dtdd (rows - delta, columns - depth)
#
   19.171537    0.128002    0.065465    0.032931    0.021972    0.016312    0.012960    0.013877    0.008391    0.007585
   19.171537   17.854692   13.993694    9.284271    6.966518    5.562741    4.627567    4.467855    3.284519    2.975126
   19.171535   18.982746   17.484001   13.982472   11.153882    9.267986    7.923652    7.354460    5.966162    5.419148
   19.171530   19.082020   18.782398   17.480217   15.948113   13.986585   12.409661   11.203217   10.086113    9.224845
   19.171492   19.157764   19.076849   18.883089   18.470217   17.953773   17.472105   16.823723   16.210066   15.535154
   19.171354   19.136303   19.149357   19.074923   18.974525   18.882294   18.782938   18.439837   18.202839   17.986401
   19.171125   19.164820   19.158689   19.129780   19.070988   19.001366   18.940132   18.883162   18.826035   18.775764
   19.170805   19.162535   19.161903   19.143578   19.117371   19.063135   19.012026   18.965935   18.923790   18.891113
   19.169891   19.168095   19.163965   19.153774   19.138920   19.120722   19.087196   19.051504   19.017698   18.987705
   19.168613   19.166958   19.163641   19.156242   19.146036   19.134239   19.119545   19.094885   19.067142   19.039429
   19.166971   19.165321   19.162439   19.156357   19.148651   19.139442   19.129011   19.116302   19.095676   19.071476
   19.164967   19.163311   19.160702   19.155304   19.148849   19.141296   19.132746   19.123276   19.079836   19.091734
   19.162596   19.160995   19.158464   19.153490   19.147804   19.141226   19.133900   19.125851   19.117075   19.103910
   19.159861   19.158308   19.155788   19.151117   19.145905   19.139977   19.133480   19.126387   19.118721   19.110100
   19.156759   19.155231   19.152725   19.148296   19.143337   19.137884   19.131998   19.125591   19.118704   19.107038
