#
# ak135 travel-time table for Pb
#
# number of distance and depth samples
23 17
# delta samples
0.000 0.025 0.050 0.100 0.250 0.500 0.750 1.000 1.500 2.000 2.500 3.000 3.500 4.000 4.500 5.000 5.500 6.000 6.500 7.000 7.500 8.000 8.500 
# depth samples
    0.000000    1.000000    2.500000    5.000000    7.500000   10.000000   12.500000   15.000000   17.500000   19.900000   20.000000   22.500000   25.000000   27.500000   30.000000   32.500000   34.900000
#
# travel times (rows - delta, columns - depth)
#
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000    3.448246    3.832888    4.217504    4.602119    4.986735    5.371350    5.740581
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000    3.486414    3.866650    4.248872    4.625603    5.007961    5.390716    5.758383
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000    3.591909    3.960683    4.335856    4.694576    5.070551    5.447972    5.811163
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000    3.962799    4.295160    4.644210    4.959814    5.312984    5.670851    6.017694
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000    5.885422    6.073845    6.291945    6.533014    6.793406    7.067388    7.341049
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000   10.677818   10.482491   10.287463   10.100515   10.092745   10.125113   10.206044   10.305642   10.416232   10.541633   10.691003
   15.922190   15.843433   15.725387   15.528877   15.332663   15.136742   14.941117   14.745788   14.550756   14.363806   14.356034   14.365510   14.401846   14.466967   14.549396   14.642865   14.738949
   20.185486   20.106730   19.988682   19.792168   19.595949   19.400024   19.204393   19.009060   18.814020   18.627064   18.619291   18.624105   18.640724   18.679699   18.739328   18.814217   18.895617
   28.711988   28.633224   28.515167   28.318638   28.122398   27.926455   27.730803   27.535446   27.340384   27.153400   27.145630   27.145613   27.153111   27.167902   27.193079   27.235504   27.289869
   37.238235   37.159458   37.041382   36.844818   36.648548   36.452568   36.256882   36.061489   35.866386   35.679367   35.671593   35.668701   35.671101   35.678688   35.691360   35.711018   35.742668
   45.764057   45.685265   45.567162   45.370552   45.174236   44.978207   44.782471   44.587025   44.391872   44.204800   44.197025   44.191849   44.190693   44.193584   44.200470   44.211143   44.226776
   54.289299   54.210484   54.092346   53.895676   53.699299   53.503208   53.307404   53.111893   52.916672   52.729534   52.721756   52.714542   52.710541   52.709843   52.712418   52.718166   52.726685
   62.813797   62.734951   62.616768   62.420025   62.223572   62.027405   61.831524   61.635933   61.440628   61.253410   61.245628   61.236485   61.230019   61.226341   61.225410   61.227230   61.231499
   71.337387   71.258507   71.140274   70.943443   70.746895   70.550636   70.354660   70.158974   69.963577   69.776268   69.768486   69.757454   69.748772   69.742455   69.738533   69.736977   69.737717
   79.859909   79.780983   79.662689   79.465759   79.269104   79.072739   78.876663   78.680870   78.485359   78.297943   78.290154   78.277275   78.266518   78.257797   78.251198   78.246666   78.244293
   88.381195   88.302231   88.183861   87.986809   87.790047   87.593559   87.397354   87.201439   87.005806   86.818268   86.810471   86.795799   86.783028   86.772064   86.763016   86.755783 -999.000000
   96.901085   96.822067   96.703621   96.506439   96.309540   96.112923   95.916588   95.720528   95.524757   95.337082   95.329285   95.312843   95.298103   95.285027   95.273659   95.263931 -999.000000
  105.419418  105.340340  105.221809  105.024483  104.827438  104.630669  104.434181  104.237976  104.042053  103.854225  103.846420  103.828232  103.811577  103.796463  103.782883 -999.000000 -999.000000
  113.936028  113.856888  113.738266  113.540779  113.343567  113.146637  112.949989  112.753616  112.557526  112.369537  112.361725  112.341797  112.323273  112.306168  112.290459 -999.000000 -999.000000
  122.450752  122.371544  122.252815  122.055153  121.857773  121.660667  121.463837  121.267288  121.071014  120.882851  120.875031  120.853371  120.833015  120.813957 -999.000000 -999.000000 -999.000000
  130.963425  130.884140  130.765305  130.567459  130.369888  130.172592  129.975571  129.778824  129.582352  129.393997  129.386169  129.362793  129.340622 -999.000000 -999.000000 -999.000000 -999.000000
  139.473892  139.394531  139.275574  139.077530  138.879745  138.682251  138.485016  138.288071  138.091385  137.902832  137.895004 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  147.981995  147.902542  147.783463 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
#
# dtdd (rows - delta, columns - depth)
#
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000    0.007473    0.006569    0.006133    0.004372    0.003941    0.003588    0.003292
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000    2.957016    2.623671    2.432727    1.864055    1.687353    1.540977    1.417997
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000    5.409327    4.839209    4.469362    3.638616    3.308539    3.030772    2.797930
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000    9.215981    8.365071    7.706717    6.907146    6.340703    5.846901    5.434952
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000   15.515061   14.490113   13.527571   12.957954   12.363503   11.853679   11.412598
 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000   17.053209   17.053207   17.053202   17.053196   17.053194   16.837099   16.617760   16.452974   16.284126   15.711902   15.036004
   17.053207   17.053205   17.053204   17.053198   17.053188   17.053177   17.053164   17.053148   17.053129   17.053108   17.053106   17.025066   16.897997   16.775743   16.678419   16.600763   16.539196
   17.053152   17.053146   17.053135   17.053114   17.053091   17.053066   17.053038   17.053007   17.052973   17.052938   17.052937   17.039192   16.968166   16.911228   16.826212   16.754677   16.697653
   17.052801   17.052782   17.052753   17.052706   17.052652   17.052599   17.052542   17.052483   17.052420   17.052359   17.052355   17.045382   17.032669   17.013252   16.967072   16.910006   16.859543
   17.052122   17.052094   17.052048   17.051970   17.051889   17.051807   17.051722   17.051632   17.051542   17.051451   17.051447   17.046494   17.038216   17.027102   17.013000   16.983027   16.943251
   17.051119   17.051079   17.051016   17.050911   17.050802   17.050690   17.050575   17.050459   17.050339   17.050220   17.050217   17.045958   17.039734   17.031672   17.021915   17.010319   16.988279
   17.049791   17.049740   17.049660   17.049526   17.049389   17.049248   17.049105   17.048960   17.048811   17.048666   17.048660   17.044720   17.039469   17.033018   17.025337   17.016720   17.006943
   17.048140   17.048077   17.047979   17.047817   17.047651   17.047483   17.047312   17.047136   17.046959   17.046787   17.046780   17.042974   17.038334   17.032770   17.026346   17.019114   17.011518
   17.046164   17.046089   17.045975   17.045784   17.045589   17.045393   17.045193   17.044991   17.044785   17.044582   17.044575   17.040844   17.036583   17.031569   17.025942   17.019638   17.013027
   17.043861   17.043776   17.043646   17.043425   17.043203   17.042976   17.042747   17.042517   17.042282   17.042053   17.042044   17.038401   17.034323   17.029692   17.024603   17.018955   17.013077
   17.041233   17.041136   17.040987   17.040739   17.040489   17.040234   17.039976   17.039717   17.039454   17.039196   17.039186   17.035625   17.031641   17.027306   17.022554   17.017378 -999.000000
   17.038277   17.038168   17.038004   17.037727   17.037447   17.037165   17.036879   17.036589   17.036297   17.036015   17.036001   17.032490   17.028603   17.024469   17.019939   17.015120 -999.000000
   17.034994   17.034874   17.034693   17.034388   17.034081   17.033770   17.033455   17.033138   17.032818   17.032507   17.032494   17.029011   17.025234   17.021204   17.016863 -999.000000 -999.000000
   17.031387   17.031256   17.031057   17.030725   17.030388   17.030050   17.029707   17.029362   17.029013   17.028675   17.028662   17.025198   17.021498   17.017551   17.013397 -999.000000 -999.000000
   17.027454   17.027311   17.027098   17.026737   17.026373   17.026007   17.025635   17.025261   17.024885   17.024519   17.024506   17.021051   17.017406   17.013554 -999.000000 -999.000000 -999.000000
   17.023197   17.023045   17.022812   17.022425   17.022032   17.021637   17.021238   17.020838   17.020432   17.020041   17.020023   17.016581   17.012978 -999.000000 -999.000000 -999.000000 -999.000000
   17.018616   17.018450   17.018202   17.017786   17.017366   17.016943   17.016516   17.016087   17.015654   17.015234   17.015217 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
   17.013706   17.013531   17.013266 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
#
# dtdh (rows - delta, columns - depth)
#
