#
# iasp91 travel-time table for Sg
#
# number of distance and depth samples
24 10
# delta samples
0.000 0.025 0.050 0.100 0.250 0.500 0.750 1.000 1.500 2.000 2.500 3.000 3.500 4.000 4.500 5.000 5.500 6.000 6.500 7.000 7.500 8.000 8.500 9.000 
# depth samples
    0.000000    1.000000    2.500000    5.000000    7.500000   10.000000   12.500000   15.000000   17.500000   19.900000
#
# travel times (rows - delta, columns - depth)
#
    0.001898    0.297627    0.744052    1.488098    2.232144    2.976192    3.720239    4.464287    5.208333    5.922619
    0.827345    0.879569    1.122721    1.734501    2.417558    3.124738    3.844348    4.572428    5.281634    5.990903
    1.654688    1.679014    1.814504    2.245801    2.826795    3.467375    4.139839    4.834460    5.482888    6.176910
    3.309374    3.324403    3.391162    3.628261    4.001227    4.489273    5.046124    5.652053    6.185570    6.822332
    8.273427    8.278440    8.305820    8.406404    8.563561    8.790103    9.067102    9.393424    9.762055   10.157618
   16.546812   16.544754   16.560259   16.608095   16.693369   16.807697   16.942167   17.117249   17.330698   17.563278
   24.820120   24.819956   24.826632   24.855106   24.907202   24.988581   25.089607   25.204647   25.331881   25.469814
   33.093307   33.089172   33.095303   33.113880   33.149166   33.205109   33.283180   33.376732   33.482479   33.596775
   49.639175   49.636192   49.635014   49.642006   49.660770   49.689331   49.732300   49.792679   49.867588   49.956257
   66.184097   66.179634   66.175293   66.174858   66.182983   66.199196   66.223442   66.258759   66.308784   66.374405
   82.727760   82.721878   82.714867   82.708679   82.709183   82.716415   82.730164   82.750542   82.780693   82.825668
   99.269844   99.262535   99.253166   99.242050   99.236504   99.236549   99.242157   99.253227   99.270081   99.297531
  115.810043  115.801323  115.789749  115.774162  115.763405  115.757378  115.756165  115.759720  115.767998  115.782135
  132.348038  132.337952  132.324203  132.304459  132.289017  132.277618  132.270462  132.267487  132.268707  132.273926
  148.883499  148.872101  148.856171  148.832520  148.812683  148.796387  148.783890  148.775131  148.770081  148.766464
  165.416138  165.403427  165.385361  165.357925  165.333908  165.313065  165.295685  165.281616  165.270889 -999.000000
  181.945633  181.931595  181.911438  181.880325  181.852249  181.827133  181.805176  181.786163  181.770203 -999.000000
  198.471649  198.456314  198.434097  198.399338  198.367340  198.338165  198.311813  198.288147  198.267288 -999.000000
  214.993896  214.977234  214.952988  214.914658  214.878876  214.845734  214.815140  214.787048 -999.000000 -999.000000
  231.512039  231.494064  231.467804  231.425949  231.386475  231.349442  231.314743 -999.000000 -999.000000 -999.000000
  248.025787  248.006500  247.978241  247.932907  247.889801  247.848923 -999.000000 -999.000000 -999.000000 -999.000000
  264.534790  264.514221  264.483948  264.435181  264.388458 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  281.038788  281.016876  280.984619 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  297.537415 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
#
# dtdd (rows - delta, columns - depth)
#
   33.093727    0.268421    0.148761    0.075230    0.050314    0.037236    0.029538    0.025095    0.014450    0.013584
   33.093727   30.918144   23.719492   16.498518   12.832570   10.526104    8.941316    7.859617    5.662129    5.255076
   33.093723   32.659058   30.264742   23.705486   19.385525   16.472212   14.359788   12.815348   10.292081    9.485687
   33.093716   32.971092   32.384499   30.251656   26.744200   23.701708   21.292686   19.367781   17.413919   15.970737
   33.093647   33.061451   32.934597   32.606136   31.881445   31.086115   30.250141   28.930649   27.963734   26.793016
   33.093410   33.057018   33.055393   32.931206   32.764889   32.605347   32.369598   31.828897   31.429705   31.058561
   33.093018   33.088013   33.071556   33.021603   32.924736   32.810749   32.708370   32.607853   32.492260   32.159542
   33.092468   33.077141   33.077106   33.045403   33.000622   32.912159   32.828762   32.752342   32.680874   32.623478
   33.090893   33.087791   33.080662   33.063072   33.037354   33.006130   32.951267   32.893284   32.838444   32.790298
   33.088688   33.085827   33.080101   33.067329   33.049679   33.029266   33.004032   32.963551   32.918709   32.874786
   33.085854   33.083004   33.078026   33.067524   33.054218   33.038296   33.020245   32.998444   32.964695   32.926292
   33.082390   33.079533   33.075024   33.065708   33.054562   33.041523   33.026741   33.010365   32.990074   32.958614
   33.078297   33.075531   33.071159   33.062572   33.052757   33.041401   33.028755   33.014847   32.999680   32.977974
   33.073570   33.070889   33.066540   33.058475   33.049477   33.039246   33.028030   33.015789   33.002548   32.987831
   33.068214   33.065578   33.061253   33.053604   33.045048   33.035633   33.025471   33.014412   33.002525   32.981266
