#
# ak135 travel-time table for Pg
#
# number of distance and depth samples
24 10
# delta samples
0.000 0.025 0.050 0.100 0.250 0.500 0.750 1.000 1.500 2.000 2.500 3.000 3.500 4.000 4.500 5.000 5.500 6.000 6.500 7.000 7.500 8.000 8.500 9.000 
# depth samples
    0.000000    1.000000    2.500000    5.000000    7.500000   10.000000   12.500000   15.000000   17.500000   19.900000
#
# travel times (rows - delta, columns - depth)
#
    0.001100    0.172418    0.431036    0.862070    1.293104    1.724138    2.155173    2.586207    3.017242    3.431035
    0.479290    0.508507    0.645285    0.994276    1.389216    1.799351    2.216926    2.647300    3.059762    3.469523
    0.958579    0.973864    1.052345    1.290622    1.619540    1.987587    2.376045    2.797144    3.176440    3.575366
    1.917156    1.926127    1.965437    2.104215    2.311085    2.580003    2.893421    3.268677    3.583554    3.946490
    4.792883    4.795605    4.811734    4.871587    4.960690    5.094196    5.259172    5.441094    5.655010    5.884018
    9.585741    9.581686    9.593530    9.621423    9.672252    9.740889    9.820212    9.915680   10.039564   10.174689
   14.378553   14.378186   14.382325   14.398802   14.429338   14.478125   14.539133   14.608503   14.684859   14.765197
   19.171297   19.169092   19.172451   19.183207   19.203632   19.236736   19.283730   19.340408   19.404881   19.476004
   28.756487   28.754759   28.754076   28.758127   28.768974   28.785507   28.810789   28.847048   28.892696   28.948231
   38.341129   38.338547   38.336029   38.335777   38.340481   38.349857   38.363892   38.384644   38.414783   38.455696
   47.925045   47.921638   47.917580   47.913990   47.914284   47.918468   47.926418   47.938221   47.956024   47.983772
   57.508045   57.503811   57.498386   57.491943   57.488731   57.488754   57.492004   57.498409   57.508186   57.524830
   67.089951   67.084900   67.078194   67.069168   67.062935   67.059448   67.058746   67.060806   67.065590   67.073967
   76.670586   76.664742   76.656776   76.645340   76.636391   76.629791   76.625641   76.623932   76.624634   76.627670
   86.249756   86.243141   86.233917   86.220207   86.208733   86.199287   86.192055   86.186974   86.184044   86.182198
   95.827278   95.819908   95.809441   95.793556   95.779640   95.767563   95.757507   95.749352   95.743134 -999.000000
  105.402985  105.394852  105.383171  105.365150  105.348885  105.334343  105.321625  105.310608  105.301361 -999.000000
  114.976677  114.967789  114.954918  114.934792  114.916260  114.899353  114.884087  114.870377  114.858292 -999.000000
  124.548187  124.538536  124.524490  124.502289  124.481560  124.462357  124.444633  124.428360 -999.000000 -999.000000
  134.117325  134.106903  134.091705  134.067459  134.044586  134.023117  134.003021 -999.000000 -999.000000 -999.000000
  143.683899  143.672729  143.656357  143.630096  143.605133  143.581451 -999.000000 -999.000000 -999.000000 -999.000000
  153.247757  153.235825  153.218292  153.190033  153.162979 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  162.808685  162.795990  162.777298 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
  172.366516 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000
#
# dtdd (rows - delta, columns - depth)
#
   19.171537    0.129254    0.065738    0.033070    0.022064    0.016379    0.013013    0.013888    0.008387    0.007583
   19.171537   17.854509   13.987668    9.288748    6.974354    5.571506    4.636362    4.469359    3.283702    2.974482
   19.171535   18.985088   17.483356   13.976519   11.154520    9.272419    7.930205    7.355703    5.965409    5.418477
   19.171530   19.082998   18.783028   17.479616   15.938114   13.980620   12.407375   11.203523   10.086346    9.224753
   19.171492   19.157326   19.076553   18.882250   18.475380   17.953886   17.471331   16.822578   16.209488   15.535389
   19.171354   19.137278   19.149364   19.074633   18.973734   18.881403   18.783819   18.443089   18.201216   17.984491
   19.171125   19.164827   19.158691   19.129784   19.070677   19.000612   18.939119   18.882198   18.825764   18.777987
   19.170807   19.162539   19.161905   19.143585   19.117346   19.062754   19.011299   18.964960   18.922693   18.890018
   19.169893   19.168098   19.163967   19.153776   19.138926   19.120714   19.086981   19.051023   19.016960   18.986694
   19.168617   19.166962   19.163645   19.156242   19.146038   19.134245   19.119541   19.094734   19.066772   19.038769
   19.166975   19.165325   19.162441   19.156357   19.148649   19.139444   19.129015   19.116299   19.095539   19.071093
   19.164968   19.163313   19.160702   19.155302   19.148848   19.141296   19.132748   19.123280   19.111341   19.091543
   19.162598   19.160994   19.158463   19.153486   19.147802   19.141226   19.133900   19.125851   19.117077   19.103840
   19.159859   19.158306   19.155785   19.151114   19.145905   19.139978   19.133480   19.126387   19.118721   19.110088
   19.156755   19.155228   19.152723   19.148294   19.143339   19.137886   19.131998   19.125591   19.118702   19.107103
