#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
6A|WP21||HHZ|-19.6214|14.848|1233.0|0.0|0.0|-90.0||||||2010-10-30T00:00:00|2012-11-07T00:00:00
6A|WP22||HHZ|-19.8838|13.949|908.0|0.0|0.0|-90.0||||||2011-05-15T00:00:00|2012-11-07T00:00:00
6E|ANAF||HHZ|36.3556|25.773|335.0|0.0|0.0|-90.0||||||2007-04-14T00:00:00|2009-04-28T16:15:00
6E|ANAF||HHZ|36.3556|25.773|335.0|0.0|0.0|-90.0||||||2007-04-14T00:00:00|2009-04-28T17:00:00
6E|ANAF||HHZ|36.3556|25.773|335.0|0.0|0.0|-90.0||||||2009-04-28T17:00:00|2011-09-25T00:00:00
6E|ANAF||LHZ|36.3556|25.773|335.0|0.0|0.0|-90.0||||||2007-04-14T00:00:00|2009-04-28T16:15:00
6E|ANAF||LHZ|36.3556|25.773|335.0|0.0|0.0|-90.0||||||2007-04-14T00:00:00|2009-04-28T17:00:00
6E|ANAF||LHZ|36.3556|25.773|335.0|0.0|0.0|-90.0||||||2009-04-28T17:00:00|2011-09-25T00:00:00
6E|NISY||HHZ|36.6011|27.178|378.0|0.0|0.0|-90.0||||||2008-04-08T00:00:00|2008-09-16T00:00:00
6E|NISY||LHZ|36.6011|27.178|378.0|0.0|0.0|-90.0||||||2008-04-08T00:00:00|2008-09-16T00:00:00
6E|WB33||BHZ|38.2119|-87.511|164.0|0.0|0.0|-90.0||||||2014-05-12T00:00:00|2016-12-31T23:59:59
6E|WB33||LHZ|38.2119|-87.511|164.0|0.0|0.0|-90.0||||||2014-05-12T00:00:00|2016-12-31T23:59:59
7C|ATA2||HHZ|11.4537|43.205|50.0|0.0|0.0|-90.0||||||2010-11-19T00:00:00|2011-03-27T23:59:59
7C|DAF2||BHZ|11.6076|42.529|270.0|0.0|0.0|-90.0||||||2009-10-31T00:00:00|2010-09-20T14:22:23
7C|DAF2||HHZ|11.6076|42.529|270.0|0.0|0.0|-90.0||||||2010-09-20T14:24:18|2010-11-23T23:59:59
7C|DAY||HHZ|11.7525|42.638|1181.0|0.0|0.0|-90.0||||||2010-02-02T00:00:00|2010-06-15T11:43:27
7C|DAY||HHZ|11.7525|42.638|1181.0|0.0|0.0|-90.0||||||2010-02-02T00:00:00|2010-06-15T11:43:28
7C|DAY||HHZ|11.7525|42.638|1181.0|0.0|0.0|-90.0||||||2010-06-15T11:43:28|2011-03-24T23:59:59
7C|DLM||HHZ|11.6076|42.529|270.0|0.0|0.0|-90.0||||||2009-11-04T00:00:00|2010-09-10T23:59:59
7C|OBO2||HHZ|11.9849|43.292|40.0|0.0|0.0|-90.0||||||2010-11-18T00:00:00|2011-03-24T23:59:59
7E|OST||HHZ|50.556|16.216|556.0|0.0|0.0|-90.0||||||2006-05-22T00:00:00|2008-12-31T00:00:00
7E|SCH2||HHZ|50.6768|12.403|435.0|0.0|0.0|-90.0||||||2006-01-13T00:00:00|2006-06-21T00:00:00
7G|SP26||HHZ|0.7722|127.367|43.0|0.0|0.0|-90.0||||||2016-08-12T00:00:00|2018-12-31T00:00:00
8A|PW14||HHZ|39.6169|-8.411|210.0|0.0|0.0|-90.0||||||2010-07-12T15:02:00|2012-06-29T14:57:00
8A|PW15||HHZ|39.8392|-7.478|180.0|0.0|0.0|-90.0||||||2010-07-16T15:30:00|2012-06-27T07:36:00
8A|PW20||HHZ|38.5224|-8.351|263.0|0.0|0.0|-90.0||||||2010-07-14T17:48:00|2012-06-25T16:50:00
8E|MB06||HHZ|37.6299|-119.032|3324.0|0.0|0.0|-90.0||||||2011-10-14T23:26:44|2013-10-23T17:43:18
8F|WF03||HHZ|-21.319|-69.896|1015.0|0.0|0.0|-90.0||||||2005-10-30T00:00:00|2006-01-27T00:00:00
8F|WF15||HHZ|-21.0427|-69.487|900.0|0.0|0.0|-90.0||||||2006-02-11T00:00:00|2006-06-12T00:00:00
8X|CA01A||HHZ|43.6172|19.37|413.0|0.0|0.0|-90.0||||||2016-11-14T19:30:00|2262-04-11T23:47:16
8X|CA03A||HHZ|43.8723|18.428|725.0|0.0|0.0|-90.0||||||2016-11-14T19:00:00|2262-04-11T23:47:16
AB|GANJ||BHZ|40.6451|46.322|574.0|0.0|0.0|-90.0||||||2003-03-29T00:00:00|2262-04-11T23:47:16
AB|GANJ||LHZ|40.6451|46.322|574.0|0.0|0.0|-90.0||||||2003-03-29T00:00:00|2262-04-11T23:47:16
AB|QZX||BHZ|41.0575|45.372|563.0|0.0|0.0|-90.0||||||2010-01-18T00:00:00|2262-04-11T23:47:16
AB|QZX||LHZ|41.0575|45.372|563.0|0.0|0.0|-90.0||||||2010-01-18T00:00:00|2262-04-11T23:47:16
AB|ZKT||BHZ|41.637|46.622|497.0|0.0|0.0|-90.0||||||2009-10-23T00:00:00|2262-04-11T23:47:16
AB|ZKT||LHZ|41.637|46.622|497.0|0.0|0.0|-90.0||||||2009-10-23T00:00:00|2262-04-11T23:47:16
AF|CER||BHZ|-33.3605|19.293|472.0|0.0|0.0|-90.0||||||2007-03-15T00:47:00|2262-04-11T23:47:16
AF|CER||HHZ|-33.3605|19.293|472.0|0.0|0.0|-90.0||||||2007-03-15T00:47:00|2262-04-11T23:47:16
AF|CER||LHZ|-33.3605|19.293|472.0|0.0|0.0|-90.0||||||2007-03-15T00:47:00|2262-04-11T23:47:16
AF|CER||VHZ|-33.3605|19.293|472.0|0.0|0.0|-90.0||||||2007-03-15T00:47:00|2262-04-11T23:47:16
AF|GRM||BHZ|-33.3094|26.575|558.0|0.0|0.0|-90.0||||||2006-05-10T00:00:00|2262-04-11T23:47:16
AF|GRM||BHZ|-33.3094|26.575|558.0|0.0|0.0|-90.0||||||2007-03-19T19:53:00|2262-04-11T23:47:16
AF|GRM||HHZ|-33.3094|26.575|558.0|0.0|0.0|-90.0||||||2006-05-10T00:00:00|2262-04-11T23:47:16
AF|GRM||HHZ|-33.3094|26.575|558.0|0.0|0.0|-90.0||||||2007-03-19T19:53:00|2262-04-11T23:47:16
AF|GRM||LHZ|-33.3094|26.575|558.0|0.0|0.0|-90.0||||||2006-05-10T00:00:00|2262-04-11T23:47:16
AF|GRM||LHZ|-33.3094|26.575|558.0|0.0|0.0|-90.0||||||2007-03-19T19:53:00|2262-04-11T23:47:16
AF|GRM||VHZ|-33.3094|26.575|558.0|0.0|0.0|-90.0||||||2007-03-19T19:53:00|2262-04-11T23:47:16
AF|MSNA||BHZ|-22.345|30.023|600.0|0.0|0.0|-90.0||||||2007-05-07T12:54:00|2262-04-11T23:47:16
AF|MSNA||HHZ|-22.345|30.023|600.0|0.0|0.0|-90.0||||||2007-05-07T12:54:00|2262-04-11T23:47:16
AF|MSNA||LHZ|-22.345|30.023|600.0|0.0|0.0|-90.0||||||2007-05-07T12:54:00|2262-04-11T23:47:16
AF|MSNA||VHZ|-22.345|30.023|600.0|0.0|0.0|-90.0||||||2007-05-07T12:54:00|2262-04-11T23:47:16
AF|MZM||BHZ|-11.4245|34.006|1273.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AF|POGA||BHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0||||||2006-03-27T00:00:00|2014-06-04T00:00:00
AF|POGA||BHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0||||||2006-03-27T00:00:00|2014-06-05T00:00:00
AF|POGA||BHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0||||||2007-04-04T09:07:00|2262-04-11T23:47:16
AF|POGA||BHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0||||||2014-06-05T00:00:00|2262-04-11T23:47:16
AF|POGA||HHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0||||||2006-03-27T00:00:00|2014-06-04T00:00:00
AF|POGA||HHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0||||||2006-03-27T00:00:00|2014-06-05T00:00:00
AF|POGA||HHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0||||||2007-04-04T09:07:00|2262-04-11T23:47:16
AF|POGA||HHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0||||||2014-06-05T00:00:00|2262-04-11T23:47:16
AF|POGA||LHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0||||||2006-04-24T00:00:00|2262-04-11T23:47:16
AF|POGA||LHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0||||||2007-04-04T09:07:00|2262-04-11T23:47:16
AF|POGA||VHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0||||||2007-04-04T09:07:00|2262-04-11T23:47:16
AF|POGA||VHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0||||||2015-01-23T00:00:00|2015-05-23T00:00:00
AF|POGA||VHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0||||||2015-01-23T00:00:00|2262-04-11T23:47:16
AF|TEZI||BHZ|-15.7694|26.036|1106.0|0.0|0.0|-90.0||||||2006-01-10T00:00:00|2008-06-18T23:59:59
AF|TEZI||BHZ|-15.7694|26.036|1106.0|0.0|0.0|-90.0||||||2008-06-19T00:00:00|2010-02-25T23:59:59
AF|TEZI||BHZ|-15.7694|26.036|1106.0|0.0|0.0|-90.0||||||2010-02-26T00:00:00|2010-08-12T23:59:59
AF|TEZI||BHZ|-15.7694|26.036|1106.0|0.0|0.0|-90.0||||||2010-08-13T00:00:00|2262-04-11T23:47:16
AK|BRSE||BHZ|59.7049|-150.671|975.0|0.0|0.0|-90.0||||||2013-07-01T00:00:00|2262-04-11T23:47:16
AK|BRSE||LHZ|59.7049|-150.671|975.0|0.0|0.0|-90.0||||||2013-07-01T00:00:00|2262-04-11T23:47:16
AT|SVW2||BHZ|61.0961|-155.581|499.0|0.0|0.0|-90.0||||||2008-07-02T02:09:00|2011-06-07T00:00:00
AT|SVW2||BHZ|61.0961|-155.581|499.0|0.0|0.0|-90.0||||||2011-06-07T00:00:00|2262-04-11T23:47:16
AV|MGLS||EHZ|58.2096|-155.326|654.0|0.0|0.0|-90.0||||||2009-09-04T00:00:00|2016-06-04T00:00:00
AV|MGLS||EHZ|58.2096|-155.326|654.0|0.0|0.0|-90.0||||||2016-06-04T00:00:00|2262-04-11T23:47:16
AW|VNA2||BHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNA2||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNA3||BHZ|-71.2425|-9.669|480.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNA3||LHZ|-71.2425|-9.669|480.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAA1||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAA1||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAA2||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAA2||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAA3||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAA3||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB1||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB1||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB2||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB2||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB3||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB3||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB4||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB4||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB5||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB5||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC1||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC1||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC2||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC3||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC4||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC4||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC6||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC6||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC7||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC7||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
BA|PZUN||BHZ|40.6451|15.807|0.0|0.0|0.0|-90.0||||||2008-03-27T11:00:00|2015-11-27T11:00:00
BA|PZUN||BHZ|40.6451|15.807|0.0|0.0|0.0|-90.0||||||2015-11-27T11:00:00|2262-04-11T23:47:16
BA|PZUN||HHZ|40.6451|15.807|0.0|0.0|0.0|-90.0||||||2008-03-27T11:00:00|2015-11-26T09:48:00
BA|PZUN||HHZ|40.6451|15.807|0.0|0.0|0.0|-90.0||||||2015-11-27T11:00:00|2262-04-11T23:47:16
BA|PZUN||LHZ|40.6451|15.807|0.0|0.0|0.0|-90.0||||||2008-03-27T11:00:00|2015-11-27T11:00:00
BA|PZUN||LHZ|40.6451|15.807|0.0|0.0|0.0|-90.0||||||2015-11-27T11:00:00|2262-04-11T23:47:16
BA|PZUN||VHZ|40.6451|15.807|0.0|0.0|0.0|-90.0||||||2008-03-27T11:00:00|2262-04-11T23:47:16
BE|BEBN||HHZ|50.7956|5.677|80.0|0.0|0.0|-90.0||||||2005-06-24T00:00:00|2262-04-11T23:47:16
BL|BEB17||HHZ|-21.0537|-48.504|537.0|0.0|0.0|-90.0||||||2007-10-26T15:22:00|2009-07-02T12:52:00
BN|LPW||BHZ|52.1127|-4.068|152.0|0.0|0.0|-90.0||||||2008-07-10T00:00:00|2012-05-30T15:59:00
BN|LPW||BHZ|52.1127|-4.068|152.0|0.0|0.0|-90.0||||||2008-07-10T00:00:00|2013-04-24T15:00:00
BN|LPW||BHZ|52.1127|-4.068|152.0|0.0|0.0|-90.0||||||2013-04-24T15:00:00|2262-04-11T23:47:16
BN|SBD||BHZ|50.5649|-4.686|220.0|0.0|0.0|-90.0||||||2007-10-10T00:00:00|2262-04-11T23:47:16
BN|WOL||BHZ|51.3119|-1.223|156.0|0.0|0.0|-90.0||||||1981-01-01T00:00:00|2262-04-11T23:47:16
BS|BLKB||BHZ|43.6222|22.675|650.0|0.0|0.0|-90.0||||||2012-11-20T00:00:00|2262-04-11T23:47:16
BS|BLKB||HHZ|43.6222|22.675|650.0|0.0|0.0|-90.0||||||2012-11-20T00:00:00|2262-04-11T23:47:16
BS|ELND||BHZ|42.9279|25.875|334.0|0.0|0.0|-90.0||||||2012-11-20T00:00:00|2262-04-11T23:47:16
BS|ELND||HHZ|42.9279|25.875|334.0|0.0|0.0|-90.0||||||2012-11-20T00:00:00|2262-04-11T23:47:16
BS|JMB||BHZ|42.4656|26.583|216.0|0.0|0.0|-90.0||||||2004-04-01T00:00:00|2262-04-11T23:47:16
BS|KALB||BHZ|43.4051|28.416|121.0|0.0|0.0|-90.0||||||2012-11-20T00:00:00|2262-04-11T23:47:16
BS|KALB||HHZ|43.4051|28.416|121.0|0.0|0.0|-90.0||||||2012-11-20T00:00:00|2262-04-11T23:47:16
BS|KUBB||BHZ|43.8012|26.494|261.0|0.0|0.0|-90.0||||||2012-11-20T00:00:00|2262-04-11T23:47:16
BS|KUBB||HHZ|43.8012|26.494|261.0|0.0|0.0|-90.0||||||2012-11-20T00:00:00|2262-04-11T23:47:16
BS|LOZB||BHZ|43.3691|26.593|342.0|0.0|0.0|-90.0||||||2012-11-20T00:00:00|2262-04-11T23:47:16
BS|LOZB||HHZ|43.3691|26.593|342.0|0.0|0.0|-90.0||||||2012-11-20T00:00:00|2262-04-11T23:47:16
BS|PLD||BHZ|42.1044|24.703|176.0|0.0|0.0|-90.0||||||2004-04-01T00:00:00|2262-04-11T23:47:16
BS|PLVB||BHZ|43.3861|24.621|199.0|0.0|0.0|-90.0||||||2012-11-20T00:00:00|2262-04-11T23:47:16
BS|PLVB||HHZ|43.3861|24.621|199.0|0.0|0.0|-90.0||||||2012-11-20T00:00:00|2262-04-11T23:47:16
BS|RAZG||BHZ|43.5652|26.508|383.0|0.0|0.0|-90.0||||||2012-11-20T00:00:00|2262-04-11T23:47:16
BS|RAZG||HHZ|43.5652|26.508|383.0|0.0|0.0|-90.0||||||2012-11-20T00:00:00|2262-04-11T23:47:16
BS|SHAB||BHZ|43.5382|28.606|43.0|0.0|0.0|-90.0||||||2012-11-20T00:00:00|2262-04-11T23:47:16
BS|SHAB||HHZ|43.5382|28.606|43.0|0.0|0.0|-90.0||||||2012-11-20T00:00:00|2262-04-11T23:47:16
BW|BGLD||EHZ|47.6517|13.012|930.0|0.0|0.0|-90.0||||||2007-02-27T00:00:00|2262-04-11T23:47:16
BW|FURT||EHZ|48.1643|11.276|565.0|0.0|0.0|-90.0||||||2012-05-10T00:00:00|2262-04-11T23:47:16
BW|HROE||EHZ|50.536|10.157|569.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
BW|MANZ||EHZ|49.9856|12.108|638.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
BW|MANZ||HHZ|49.9856|12.108|638.0|0.0|0.0|-90.0||||||2015-10-21T12:00:00|2262-04-11T23:47:16
BW|MGBB||EHZ|49.9717|12.215|650.0|0.0|0.0|-90.0||||||2007-01-01T00:00:00|2262-04-11T23:47:16
BW|MROB||EHZ|50.0825|12.179|570.0|0.0|0.0|-90.0||||||2006-08-10T00:00:00|2262-04-11T23:47:16
BW|MSBB||EHZ|50.0306|11.973|622.0|0.0|0.0|-90.0||||||2007-01-17T00:00:00|2262-04-11T23:47:16
BW|MZEK||EHZ|49.9617|11.947|627.0|0.0|0.0|-90.0||||||2008-05-27T00:00:00|2262-04-11T23:47:16
BW|NORI||EHZ|48.7199|10.625|492.0|0.0|0.0|-90.0||||||2009-11-20T00:00:00|2262-04-11T23:47:16
BW|OBER||EHZ|47.4058|10.293|1000.0|0.0|0.0|-90.0||||||2011-07-13T00:00:00|2262-04-11T23:47:16
BW|PART||EHZ|47.4958|11.113|760.0|0.0|0.0|-90.0||||||2012-07-13T08:15:00|2262-04-11T23:47:16
BW|RJOB||BHZ|47.7366|12.796|860.0|0.0|0.0|-90.0||||||2015-10-19T13:00:00|2262-04-11T23:47:16
BW|RJOB||EHZ|47.7366|12.796|860.0|0.0|0.0|-90.0||||||2007-12-17T00:00:00|2014-11-26T10:30:00
BW|RJOB||EHZ|47.7366|12.796|860.0|0.0|0.0|-90.0||||||2014-11-26T10:30:00|2015-10-19T13:00:00
BW|RJOB||EHZ|47.7366|12.796|860.0|0.0|0.0|-90.0||||||2014-11-26T10:30:00|2262-04-11T23:47:16
BW|RJOB||HHZ|47.7366|12.796|860.0|0.0|0.0|-90.0||||||2015-10-19T13:00:00|2262-04-11T23:47:16
BW|RMOA||EHZ|47.7606|12.865|815.0|0.0|0.0|-90.0||||||2006-12-07T00:00:00|2262-04-11T23:47:16
BW|RMOA||HHZ|47.7606|12.865|815.0|0.0|0.0|-90.0||||||2017-07-04T12:05:00|2262-04-11T23:47:16
BW|RNON||BHZ|47.7396|12.867|555.0|0.0|0.0|-90.0||||||2017-05-19T11:20:00|2262-04-11T23:47:16
BW|RNON||EHZ|47.7396|12.867|555.0|0.0|0.0|-90.0||||||2012-09-12T00:00:00|2017-05-19T11:20:00
BW|RNON||EHZ|47.7396|12.867|555.0|0.0|0.0|-90.0||||||2012-09-12T00:00:00|2262-04-11T23:47:16
BW|RNON||HHZ|47.7396|12.867|555.0|0.0|0.0|-90.0||||||2017-05-19T11:20:00|2262-04-11T23:47:16
BW|ROTZ||EHZ|49.7659|12.207|430.0|0.0|0.0|-90.0||||||2006-02-08T00:00:00|2015-10-21T12:00:00
BW|ROTZ||EHZ|49.7659|12.207|430.0|0.0|0.0|-90.0||||||2006-02-08T00:00:00|2262-04-11T23:47:16
BW|ROTZ||HHZ|49.7659|12.207|430.0|0.0|0.0|-90.0||||||2015-10-21T12:00:00|2262-04-11T23:47:16
BW|SCE||EHZ|47.038|11.71|1737.0|0.0|0.0|-90.0||||||2012-12-05T13:00:00|2013-04-24T13:00:00
BW|SCE||EHZ|47.038|11.71|1737.0|0.0|0.0|-90.0||||||2013-04-24T13:00:00|2262-04-11T23:47:16
BW|SCE||HHZ|47.038|11.71|1737.0|0.0|0.0|-90.0||||||2015-10-21T12:00:00|2262-04-11T23:47:16
BW|VIEL||EHZ|50.1844|12.103|670.0|0.0|0.0|-90.0||||||2006-01-01T00:00:00|2262-04-11T23:47:16
BW|WETR||BHZ|49.1435|12.878|613.0|0.0|0.0|-90.0||||||2010-04-14T00:00:00|2012-07-31T12:00:00
BW|WETR||BHZ|49.1435|12.878|613.0|0.0|0.0|-90.0||||||2010-04-14T00:00:00|2012-07-31T12:05:00
BW|WETR||BHZ|49.1435|12.878|613.0|0.0|0.0|-90.0||||||2012-07-31T12:05:00|2262-04-11T23:47:16
BW|WETR||HHZ|49.1435|12.878|613.0|0.0|0.0|-90.0||||||2010-04-14T00:00:00|2012-07-31T12:00:00
