#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
GE|INK||BHZ|68.307|-133.52|40.0|0.0|0.0|-90.0|||||||
GE|INMG||BHZ|38.7743|-9.1257|93.0|0.0|0.0|-90.0|||||||
GE|INMK||BHZ|34.0284|134.4663|50.0|0.0|0.0|-90.0|||||||
GE|INN||BHZ|47.2667|11.4|575.0|0.0|0.0|-90.0|||||||
GE|INPP||BHZ|55.6056|26.5667|148.5|0.0|0.0|-90.0|||||||
GE|INR||BHZ|27.08|93.6|0.0|0.0|0.0|-90.0|||||||
GE|INS||BHZ|33.9356|-116.194|1700.0|0.0|0.0|-90.0|||||||
GE|INSR||BHZ|53.0661|158.605|175.0|0.0|0.0|-90.0|||||||
GE|INTR||BHZ|42.0115|13.9046|924.0|0.0|0.0|-90.0|||||||
GE|INTV||BHZ|10.3878|-67.0514|1594.0|0.0|0.0|-90.0|||||||
GE|INU||BHZ|35.3488|137.017|140.0|0.0|0.0|-90.0|||||||
GE|INUQ||BHZ|58.4509|-78.1186|12.0|0.0|0.0|-90.0|||||||
GE|INV||BHZ|-34.965|149.667|650.0|0.0|0.0|-90.0|||||||
GE|INW||BHZ|60.0677|-153.1325|1219.0|0.0|0.0|-90.0|||||||
GE|INY||BHZ|42.4438|-76.4836|238.0|0.0|0.0|-90.0|||||||
GE|INYL||BHZ|63.974|-22.738|7.0|0.0|0.0|-90.0|||||||
GE|IO-||BHZ|38.5258|-117.6389|1737.0|0.0|0.0|-90.0|||||||
GE|IO-NV||BHZ|38.5258|-117.6389|1737.0|0.0|0.0|-90.0|||||||
GE|IPA||BHZ|-5.6958|-36.8561|65.0|0.0|0.0|-90.0|||||||
GE|IPAN||BHZ|38.6393|15.0702|30.0|0.0|0.0|-90.0|||||||
GE|IPAR||BHZ|29.8419|53.0485|2603.0|0.0|0.0|-90.0|||||||
GE|IPAY||BHZ|36.45|58.996|2100.0|0.0|0.0|-90.0|||||||
GE|IPE||BHZ|8.9772|-78.4933|50.0|0.0|0.0|-90.0|||||||
GE|IPES||BHZ|41.2333|14.8333|395.0|0.0|0.0|-90.0|||||||
GE|IPIL||BHZ|7.788|122.571|50.0|0.0|0.0|-90.0|||||||
GE|IPIR||BHZ|32.6841|50.8917|2600.0|0.0|0.0|-90.0|||||||
GE|IPM||BHZ|4.4795|101.0255|0.0|0.0|0.0|-90.0|||||||
GE|IPOZ||BHZ|40.8203|14.1205|3.0|0.0|0.0|-90.0|||||||
GE|IPRE||BHZ|42.8058|-1.3564|530.0|0.0|0.0|-90.0|||||||
GE|IPRN||BHZ|36.2419|52.3381|1333.0|0.0|0.0|-90.0|||||||
GE|IQHU||BHZ|37.073|58.5394|1320.0|0.0|0.0|-90.0|||||||
GE|IQOM||BHZ|34.8424|51.0703|2270.0|0.0|0.0|-90.0|||||||
GE|IQQ||BHZ|-20.2408|-70.1278|0.0|0.0|0.0|-90.0|||||||
GE|IR1||BHZ|35.416|50.689|1347.0|0.0|0.0|-90.0|||||||
GE|IR2||BHZ|35.6628|50.8976|1172.0|0.0|0.0|-90.0|||||||
GE|IR3||BHZ|35.4761|51.0238|989.0|0.0|0.0|-90.0|||||||
GE|IR4||BHZ|35.2387|50.9012|1373.0|0.0|0.0|-90.0|||||||
GE|IR5||BHZ|35.2128|50.5811|1385.0|0.0|0.0|-90.0|||||||
GE|IR6||BHZ|35.4737|50.4256|1540.0|0.0|0.0|-90.0|||||||
GE|IR7||BHZ|35.7028|50.6089|1305.0|0.0|0.0|-90.0|||||||
GE|IRAM||BHZ|31.8088|52.3815|2000.0|0.0|0.0|-90.0|||||||
GE|IRAZ||BHZ|35.4046|49.929|1950.0|0.0|0.0|-90.0|||||||
GE|IRC||BHZ|34.39|-118.4|580.0|0.0|0.0|-90.0|||||||
GE|IRCI||BHZ|43.5153|-112.0333|1442.0|0.0|0.0|-90.0|||||||
GE|IREN||BHZ|65.647|-16.906|338.0|0.0|0.0|-90.0|||||||
GE|IRI||BHZ|24.3857|123.7493|9.0|0.0|0.0|-90.0|||||||
GE|IRIF||BHZ|24.3348|123.73|5.0|0.0|0.0|-90.0|||||||
GE|IRK||BHZ|52.2431|104.2711|467.0|0.0|0.0|-90.0|||||||
GE|IRM||BHZ|34.16|-115.15|567.0|0.0|0.0|-90.0|||||||
GE|IRN||BHZ|34.16|-115.184|980.0|0.0|0.0|-90.0|||||||
GE|IRNE||BHZ|63.8168|-22.7056|19.0|0.0|0.0|-90.0|||||||
GE|IRO||BHZ|44.0053|-122.2543|1642.0|0.0|0.0|-90.0|||||||
GE|IRS||BHZ|33.1908|-115.429|-10.0|0.0|0.0|-90.0|||||||
GE|IRSH||BHZ|27.2|60.7|0.0|0.0|0.0|-90.0|||||||
GE|IRZ||BHZ|9.9744|-83.8657|3380.0|0.0|0.0|-90.0|||||||
GE|IRZ2||BHZ|9.9688|-83.8975|2975.0|0.0|0.0|-90.0|||||||
GE|ISA||BHZ|35.6628|-118.474|873.0|0.0|0.0|-90.0|||||||
GE|ISAD||BHZ|31.9136|53.6855|2457.0|0.0|0.0|-90.0|||||||
GE|ISAL||BHZ|55.5711|26.1255|175.0|0.0|0.0|-90.0|||||||
GE|ISAN||BHZ|64.056|-21.57|208.0|0.0|0.0|-90.0|||||||
GE|ISAU||BHZ|63.99|-20.415|74.0|0.0|0.0|-90.0|||||||
GE|ISAV||BHZ|9.5068|-70.8563|23.5|0.0|0.0|-90.0|||||||
GE|ISCO||BHZ|39.7997|-105.6134|2743.0|0.0|0.0|-90.0|||||||
GE|ISE||BHZ|34.4585|136.774|440.0|0.0|0.0|-90.0|||||||
GE|ISF||BHZ|78.0592|13.6403|5.0|0.0|0.0|-90.0|||||||
GE|ISFB||BHZ|34.3518|52.2406|948.0|0.0|0.0|-90.0|||||||
GE|ISFR||BHZ|37.0538|58.0|2448.0|0.0|0.0|-90.0|||||||
GE|ISG||BHZ|24.3793|124.2347|0.0|0.0|0.0|-90.0|||||||
GE|ISH||BHZ|38.8333|70.7833|1880.0|0.0|0.0|-90.0|||||||
GE|ISHB||BHZ|38.2833|45.617|2150.0|0.0|0.0|-90.0|||||||
GE|ISHM||BHZ|35.8067|53.2922|2500.0|0.0|0.0|-90.0|||||||
GE|ISHO||BHZ|32.2891|48.0223|140.0|0.0|0.0|-90.0|||||||
GE|ISHR||BHZ|35.8061|51.2889|1470.0|0.0|0.0|-90.0|||||||
GE|ISHV||BHZ|37.5347|57.7027|1925.0|0.0|0.0|-90.0|||||||
GE|ISI||BHZ|24.3317|124.1633|6.0|0.0|0.0|-90.0|||||||
GE|ISIG||BHZ|66.132|-18.915|10.0|0.0|0.0|-90.0|||||||
GE|ISIK||BHZ|34.0573|134.4581|27.0|0.0|0.0|-90.0|||||||
GE|ISK||BHZ|41.0656|29.0592|132.0|0.0|0.0|-90.0|||||||
GE|ISKI||BHZ|65.8698|-17.027|316.0|0.0|0.0|-90.0|||||||
GE|ISKR||BHZ|64.56|-18.386|858.0|0.0|0.0|-90.0|||||||
GE|ISL||BHZ|40.81|48.17|755.0|0.0|0.0|-90.0|||||||
GE|ISLE||BHZ|60.6025|-142.3391|1485.0|0.0|0.0|-90.0|||||||
GE|ISLN||BHZ|38.5803|14.8135|283.0|0.0|0.0|-90.0|||||||
GE|ISLZ||BHZ|54.726|-163.711|631.0|0.0|0.0|-90.0|||||||
GE|ISM||BHZ|40.806|48.21|926.0|0.0|0.0|-90.0|||||||
GE|ISN||BHZ|38.425|141.303|44.0|0.0|0.0|-90.0|||||||
GE|ISNB||BHZ|63.736|-18.631|245.0|0.0|0.0|-90.0|||||||
GE|ISNN||BHZ|54.8323|-163.7784|466.0|0.0|0.0|-90.0|||||||
GE|ISO||BHZ|44.1833|7.05|876.0|0.0|0.0|-90.0|||||||
GE|ISOG||BHZ|65.548|-38.9757|12.0|0.0|0.0|-90.0|||||||
GE|ISOL||BHZ|63.929|-20.944|30.0|0.0|0.0|-90.0|||||||
GE|ISOR||BHZ|40.582|14.335|497.0|0.0|0.0|-90.0|||||||
GE|ISP||BHZ|37.8226|30.5221|1100.0|0.0|0.0|-90.0|||||||
GE|ISPL||BHZ|38.7747|15.2112|160.0|0.0|0.0|-90.0|||||||
GE|ISPT||BHZ|-1.2621|-81.0736|190.0|0.0|0.0|-90.0|||||||
GE|ISQ||BHZ|-20.715|139.553|500.0|0.0|0.0|-90.0|||||||
GE|ISR||BHZ|45.1188|26.5431|750.0|0.0|0.0|-90.0|||||||
GE|ISRB||BHZ|37.825|47.6667|1950.0|0.0|0.0|-90.0|||||||
GE|ISRO||BHZ|36.3088|59.4703|1150.0|0.0|0.0|-90.0|||||||
GE|ISRV||BHZ|29.3817|53.1133|2688.0|0.0|0.0|-90.0|||||||
GE|ISSF||BHZ|43.0278|-0.7953|1210.0|0.0|0.0|-90.0|||||||
GE|IST||BHZ|41.0456|28.9958|50.0|0.0|0.0|-90.0|||||||
GE|IST1||BHZ|41.0433|28.985|65.0|0.0|0.0|-90.0|||||||
GE|ISTK||BHZ|54.7321|-163.7063|704.0|0.0|0.0|-90.0|||||||
GE|ISU||BHZ|39.4714|-87.4075|148.0|0.0|0.0|-90.0|||||||
GE|ISVA||BHZ|65.337|-17.255|403.0|0.0|0.0|-90.0|||||||
GE|ITA||BHZ|-22.3756|-44.7017|2530.0|0.0|0.0|-90.0|||||||
GE|ITB||BHZ|-24.7936|-54.2089|300.0|0.0|0.0|-90.0|||||||
GE|ITB1||BHZ|-24.6467|-54.3886|0.0|0.0|0.0|-90.0|||||||
GE|ITB7||BHZ|-25.1222|-54.1753|400.0|0.0|0.0|-90.0|||||||
GE|ITBT||BHZ|-9.4287|33.1858|1270.0|0.0|0.0|-90.0|||||||
GE|ITBZ||BHZ|38.2333|46.147|1650.0|0.0|0.0|-90.0|||||||
GE|ITD||BHZ|35.7238|136.7803|390.0|0.0|0.0|-90.0|||||||
GE|ITEG||BHZ|32.8965|58.7488|1745.0|0.0|0.0|-90.0|||||||
GE|ITEV||BHZ|11.355|-63.132|13.0|0.0|0.0|-90.0|||||||
GE|ITG||BHZ|14.5968|-90.8455|2320.0|0.0|0.0|-90.0|||||||
GE|ITGE||BHZ|37.0082|137.9992|270.0|0.0|0.0|-90.0|||||||
GE|ITH||BHZ|42.45|-76.4833|243.0|0.0|0.0|-90.0|||||||
GE|ITHO||BHZ|37.1786|21.9252|400.0|0.0|0.0|-90.0|||||||
GE|ITKT||BHZ|-8.8728|32.783|1590.0|0.0|0.0|-90.0|||||||
GE|ITM||BHZ|37.1797|21.9267|400.0|0.0|0.0|-90.0|||||||
GE|ITO||BHZ|34.9667|139.1|0.0|0.0|0.0|-90.0|||||||
GE|ITR||BHZ|-8.7614|-38.4233|321.0|0.0|0.0|-90.0|||||||
GE|ITU||BHZ|41.1062|29.0148|98.0|0.0|0.0|-90.0|||||||
GE|ITZ||BHZ|-15.7697|26.0361|1106.0|0.0|0.0|-90.0|||||||
GE|IUNC||BHZ|42.7559|-1.4989|766.0|0.0|0.0|-90.0|||||||
GE|IUSE||BHZ|42.9469|-1.5478|870.0|0.0|0.0|-90.0|||||||
GE|IVA||BHZ|42.8717|19.8981|945.0|0.0|0.0|-90.0|||||||
GE|IVAG||BHZ|34.2721|-82.746|168.0|0.0|0.0|-90.0|||||||
GE|IVAS||BHZ|43.5764|20.1524|811.0|0.0|0.0|-90.0|||||||
GE|IVAT||BHZ|64.187|-18.918|573.0|0.0|0.0|-90.0|||||||
GE|IVCR||BHZ|38.408|14.962|140.0|0.0|0.0|-90.0|||||||
GE|IVE||BHZ|60.0169|-153.0163|1173.0|0.0|0.0|-90.0|||||||
GE|IVES||BHZ|63.443|-20.287|55.0|0.0|0.0|-90.0|||||||
GE|IVF||BHZ|55.8958|-159.53|275.0|0.0|0.0|-90.0|||||||
GE|IVI||BHZ|61.2|-48.1833|20.0|0.0|0.0|-90.0|||||||
GE|IVIS||BHZ|34.5264|46.8496|1135.0|0.0|0.0|-90.0|||||||
GE|IVIV||BHZ|10.4038|-66.9743|2375.0|0.0|0.0|-90.0|||||||
GE|IVKQ||BHZ|62.4184|-77.9113|7.0|0.0|0.0|-90.0|||||||
GE|IVLT||BHZ|38.396|14.948|150.0|0.0|0.0|-90.0|||||||
GE|IVN||BHZ|-34.9667|149.667|650.0|0.0|0.0|-90.0|||||||
GE|IVOG||BHZ|63.97|-22.393|7.0|0.0|0.0|-90.0|||||||
GE|IVOS||BHZ|63.853|-21.704|8.0|0.0|0.0|-90.0|||||||
GE|IVRN||BHZ|34.9954|51.7273|855.0|0.0|0.0|-90.0|||||||
GE|IVS||BHZ|60.0092|-153.081|2332.0|0.0|0.0|-90.0|||||||
GE|IVSH||BHZ|64.808|-15.728|849.0|0.0|0.0|-90.0|||||||
GE|IVSM||BHZ|-36.1338|147.0681|330.0|0.0|0.0|-90.0|||||||
GE|IVT||BHZ|43.5221|-73.0533|295.0|0.0|0.0|-90.0|||||||
GE|IVUG||BHZ|38.396|14.986|250.0|0.0|0.0|-90.0|||||||
GE|IVY||BHZ|-34.9722|149.718|650.0|0.0|0.0|-90.0|||||||
GE|IWJ||BHZ|35.0981|139.8714|0.0|0.0|0.0|-90.0|||||||
GE|IWK||BHZ|37.0|140.949|35.0|0.0|0.0|-90.0|||||||
GE|IWN||BHZ|42.6705|143.0462|235.0|0.0|0.0|-90.0|||||||
GE|IWO||BHZ|34.8825|136.1322|400.0|0.0|0.0|-90.0|||||||
GE|IWT||BHZ|35.9258|139.7381|-3501.0|0.0|0.0|-90.0|||||||
GE|IXC||BHZ|17.4272|-93.1008|0.0|0.0|0.0|-90.0|||||||
GE|IXG||BHZ|14.1743|-90.4545|1420.0|0.0|0.0|-90.0|||||||
GE|IXT||BHZ|19.4|-99.1|0.0|0.0|0.0|-90.0|||||||
GE|IZAR||BHZ|55.7498|26.2458|184.0|0.0|0.0|-90.0|||||||
GE|IZEF||BHZ|32.8956|52.3291|2320.0|0.0|0.0|-90.0|||||||
GE|IZI||BHZ|40.3368|29.4728|910.0|0.0|0.0|-90.0|||||||
GE|IZK||BHZ|33.65|130.7|35.9|0.0|0.0|-90.0|||||||
GE|IZM||BHZ|38.3978|27.2625|632.0|0.0|0.0|-90.0|||||||
GE|IZMH||BHZ|40.8338|140.4985|30.0|0.0|0.0|-90.0|||||||
GE|IZN||BHZ|40.4338|29.7605|195.0|0.0|0.0|-90.0|||||||
GE|IZT||BHZ|34.9722|134.8876|230.0|0.0|0.0|-90.0|||||||
GE|IZU||BHZ|34.195|129.2933|18.0|0.0|0.0|-90.0|||||||
GE|IZU2||BHZ|34.2273|129.2733|410.0|0.0|0.0|-90.0|||||||
GE|IZUJ||BHZ|34.195|129.293|3.0|0.0|0.0|-90.0|||||||
GE|IZUN||BHZ|42.861|-1.4564|701.0|0.0|0.0|-90.0|||||||
GE|J02A||BHZ|43.3654|-123.5747|136.2|0.0|0.0|-90.0|||||||
GE|J03A||BHZ|43.3717|-122.9646|292.0|0.0|0.0|-90.0|||||||
GE|J04A||BHZ|43.2406|-122.1093|1952.0|0.0|0.0|-90.0|||||||
GE|J05A||BHZ|43.2843|-121.2357|1540.0|0.0|0.0|-90.0|||||||
GE|J06A||BHZ|43.2515|-120.1528|1407.2|0.0|0.0|-90.0|||||||
GE|J07A||BHZ|43.3736|-119.3105|1273.0|0.0|0.0|-90.0|||||||
GE|J08A||BHZ|43.358|-118.4743|1229.0|0.0|0.0|-90.0|||||||
GE|J09A||BHZ|43.3471|-117.7542|1303.0|0.0|0.0|-90.0|||||||
GE|J10A||BHZ|43.4275|-116.767|748.0|0.0|0.0|-90.0|||||||
GE|J12A||BHZ|43.25|-115.098|1587.0|0.0|0.0|-90.0|||||||
GE|J13A||BHZ|43.3979|-114.1742|1552.0|0.0|0.0|-90.0|||||||
GE|J14A||BHZ|43.3234|-113.5178|1649.0|0.0|0.0|-90.0|||||||
GE|J15A||BHZ|43.3998|-112.4334|1497.0|0.0|0.0|-90.0|||||||
GE|J16A||BHZ|43.2741|-111.6119|2004.0|0.0|0.0|-90.0|||||||
GE|J17A||BHZ|43.3629|-110.7118|1975.0|0.0|0.0|-90.0|||||||
GE|J18A||BHZ|43.2112|-110.02|2357.0|0.0|0.0|-90.0|||||||
GE|J19A||BHZ|43.2649|-109.0531|1782.0|0.0|0.0|-90.0|||||||
GE|J20A||BHZ|43.3531|-108.0842|1500.0|0.0|0.0|-90.0|||||||
GE|J21A||BHZ|43.3459|-107.4459|1913.0|0.0|0.0|-90.0|||||||
GE|J22A||BHZ|43.4126|-106.4785|1587.0|0.0|0.0|-90.0|||||||
GE|J23A||BHZ|43.4036|-105.5524|1499.0|0.0|0.0|-90.0|||||||
GE|J24A||BHZ|43.3305|-104.6613|1315.0|0.0|0.0|-90.0|||||||
GE|J25A||BHZ|43.3901|-103.8026|1220.0|0.0|0.0|-90.0|||||||
GE|J26A||BHZ|43.3126|-103.0752|993.0|0.0|0.0|-90.0|||||||
GE|J27A||BHZ|43.2526|-102.0069|1081.0|0.0|0.0|-90.0|||||||
GE|J28A||BHZ|43.4239|-101.2359|835.0|0.0|0.0|-90.0|||||||
GE|J29A||BHZ|43.4061|-100.3253|644.0|0.0|0.0|-90.0|||||||
GE|J30A||BHZ|43.3248|-99.4922|608.0|0.0|0.0|-90.0|||||||
GE|JA-||BHZ|43.89|-96.3214|518.0|0.0|0.0|-90.0|||||||
GE|JA-MN||BHZ|43.89|-96.3214|518.0|0.0|0.0|-90.0|||||||
GE|JAA||BHZ|34.6317|137.1433|30.0|0.0|0.0|-90.0|||||||
GE|JAB||BHZ|43.5045|142.2232|187.0|0.0|0.0|-90.0|||||||
GE|JAC||BHZ|30.4167|-81.65|9.0|0.0|0.0|-90.0|||||||
GE|JACH||BHZ|-32.6819|-70.5929|1075.0|0.0|0.0|-90.0|||||||
GE|JACV||BHZ|11.088|-68.83|349.0|0.0|0.0|-90.0|||||||
GE|JAD||BHZ|34.9403|134.168|170.0|0.0|0.0|-90.0|||||||
GE|JAG||BHZ|36.425|139.4533|241.0|0.0|0.0|-90.0|||||||
GE|JAGN||BHZ|26.5888|127.2422|12.0|0.0|0.0|-90.0|||||||
GE|JAH||BHZ|40.1887|140.6358|140.0|0.0|0.0|-90.0|||||||
GE|JAI||BHZ|33.7923|134.4515|165.0|0.0|0.0|-90.0|||||||
GE|JAJ||BHZ|34.3357|134.9078|109.0|0.0|0.0|-90.0|||||||
GE|JAJ2||BHZ|34.4192|134.885|85.0|0.0|0.0|-90.0|||||||
GE|JAK||BHZ|42.9962|144.6965|20.0|0.0|0.0|-90.0|||||||
GE|JAKH||BHZ|18.2377|-72.518|47.0|0.0|0.0|-90.0|||||||
GE|JALM||BHZ|37.1583|-121.847|244.0|0.0|0.0|-90.0|||||||
GE|JAM||BHZ|28.4113|129.6052|15.0|0.0|0.0|-90.0|||||||
GE|JAMA||BHZ|-0.2612|-80.2058|680.0|0.0|0.0|-90.0|||||||
GE|JAMN||BHZ|28.243|129.175|10.0|0.0|0.0|-90.0|||||||
GE|JAN||BHZ|39.6567|20.8508|540.0|0.0|0.0|-90.0|||||||
GE|JAND||BHZ|38.22|-3.97|645.0|0.0|0.0|-90.0|||||||
GE|JANG||BHZ|40.3735|141.5152|270.0|0.0|0.0|-90.0|||||||
GE|JAO||BHZ|35.2667|137.2583|600.0|0.0|0.0|-90.0|||||||
GE|JAQ||BHZ|53.8022|-75.7211|366.0|0.0|0.0|-90.0|||||||
GE|JAR||BHZ|43.2968|143.7695|210.0|0.0|0.0|-90.0|||||||
GE|JARJ||BHZ|32.2375|35.9461|840.0|0.0|0.0|-90.0|||||||
GE|JAS||BHZ|37.9466|-120.4393|428.1|0.0|0.0|-90.0|||||||
GE|JAS1||BHZ|37.9267|-120.421|398.1|0.0|0.0|-90.0|||||||
GE|JASL||BHZ|26.9243|70.903|223.0|0.0|0.0|-90.0|||||||
GE|JAT||BHZ|14.318|-91.6367|68.0|0.0|0.0|-90.0|||||||
GE|JATB||BHZ|-17.8929|-51.4929|819.0|0.0|0.0|-90.0|||||||
GE|JAU||BHZ|43.038|-0.3693|1545.0|0.0|0.0|-90.0|||||||
GE|JAUF||BHZ|44.4292|6.75|1585.0|0.0|0.0|-90.0|||||||
GE|JAVC||BHZ|48.8591|17.6707|827.6|0.0|0.0|-90.0|||||||
GE|JAVS||BHZ|45.8934|14.0643|1100.0|0.0|0.0|-90.0|||||||
GE|JAW||BHZ|38.4562|139.2487|70.0|0.0|0.0|-90.0|||||||
GE|JAWL||BHZ|15.234|32.482|428.0|0.0|0.0|-90.0|||||||
GE|JAY||BHZ|-2.5147|140.703|0.0|0.0|0.0|-90.0|||||||
GE|JAY1||BHZ|-2.5145|140.7043|0.0|0.0|0.0|-90.0|||||||
GE|JAZS||BHZ|17.0684|42.9174|173.0|0.0|0.0|-90.0|||||||
GE|JBB||BHZ|35.013|-4.198|1230.0|0.0|0.0|-90.0|||||||
GE|JBBQ||BHZ|46.7751|-78.9632|278.0|0.0|0.0|-90.0|||||||
GE|JBCM||BHZ|37.1603|-122.026|660.0|0.0|0.0|-90.0|||||||
GE|JBEP||BHZ|33.3363|131.4072|434.0|0.0|0.0|-90.0|||||||
GE|JBGM||BHZ|37.342|-122.339|158.0|0.0|0.0|-90.0|||||||
GE|JBLM||BHZ|37.1282|-122.168|792.0|0.0|0.0|-90.0|||||||
GE|JBMM||BHZ|37.3182|-122.153|820.0|0.0|0.0|-90.0|||||||
GE|JBO||BHZ|45.4616|-119.837|645.0|0.0|0.0|-90.0|||||||
GE|JBP||BHZ|23.1667|79.9833|0.0|0.0|0.0|-90.0|||||||
GE|JBQ||BHZ|53.6103|-75.6053|381.0|0.0|0.0|-90.0|||||||
GE|JBRM||BHZ|-33.7618|150.0486|1235.0|0.0|0.0|-90.0|||||||
GE|JBT||BHZ|42.5898|142.1337|100.0|0.0|0.0|-90.0|||||||
GE|JBT2||BHZ|42.7783|142.3637|170.0|0.0|0.0|-90.0|||||||
GE|JBZM||BHZ|37.0178|-121.786|213.0|0.0|0.0|-90.0|||||||
GE|JCBM||BHZ|37.1118|-121.689|192.0|0.0|0.0|-90.0|||||||
GE|JCC||BHZ|40.8175|-124.0296|27.3|0.0|0.0|-90.0|||||||
GE|JCE1||BHZ|35.5812|-97.9003|413.0|0.0|0.0|-90.0|||||||
GE|JCH||BHZ|42.6143|143.3623|120.0|0.0|0.0|-90.0|||||||
GE|JCHM||BHZ|37.517|-122.376|323.0|0.0|0.0|-90.0|||||||
GE|JCJI||BHZ|-6.7344|108.2631|0.0|0.0|0.0|-90.0|||||||
GE|JCJI||BHZ|-6.49|108.27|0.0|0.0|0.0|-90.0|||||||
GE|JCK||BHZ|51.035|6.4309|109.0|0.0|0.0|-90.0|||||||
GE|JCM||BHZ|19.7342|-99.7611|0.0|0.0|0.0|-90.0|||||||
GE|JCMO||BHZ|38.2575|-90.5585|237.0|0.0|0.0|-90.0|||||||
GE|JCN||BHZ|35.4183|140.2017|40.0|0.0|0.0|-90.0|||||||
GE|JCNB||BHZ|35.939|-120.4311|309.0|0.0|0.0|-90.0|||||||
GE|JCPM||BHZ|37.5882|-122.322|14.0|0.0|0.0|-90.0|||||||
GE|JCQ||BHZ|53.4672|-75.8242|320.0|0.0|0.0|-90.0|||||||
GE|JCR||BHZ|9.8498|-85.1118|575.0|0.0|0.0|-90.0|||||||
GE|JCS||BHZ|33.0859|-116.5959|1264.0|0.0|0.0|-90.0|||||||
GE|JCSB||BHZ|35.9212|-120.434|299.0|0.0|0.0|-90.0|||||||
GE|JCT||BHZ|30.4794|-99.8022|591.0|0.0|0.0|-90.0|||||||
GE|JCW||BHZ|48.1935|-121.93|616.0|0.0|0.0|-90.0|||||||
GE|JCZ||BHZ|-44.075|168.7583|1072.0|0.0|0.0|-90.0|||||||
GE|JDC||BHZ|49.1847|-2.0469|39.0|0.0|0.0|-90.0|||||||
GE|JDG||BHZ|49.1947|-2.0469|7.0|0.0|0.0|-90.0|||||||
GE|JDN||BHZ|17.165|-92.5|920.0|0.0|0.0|-90.0|||||||
GE|JDRJ||BHZ|30.728|35.666|1365.0|0.0|0.0|-90.0|||||||
GE|JE-||BHZ|31.7847|-92.0153|46.0|0.0|0.0|-90.0|||||||
GE|JE-LA||BHZ|31.7847|-92.0153|46.0|0.0|0.0|-90.0|||||||
GE|JECI||BHZ|44.3722|-114.184|2135.0|0.0|0.0|-90.0|||||||
GE|JECM||BHZ|37.0507|-121.809|438.0|0.0|0.0|-90.0|||||||
GE|JEF||BHZ|9.2188|-79.3738|977.0|0.0|0.0|-90.0|||||||
GE|JEG||BHZ|35.1353|136.3905|433.0|0.0|0.0|-90.0|||||||
GE|JEGM||BHZ|37.514|-122.462|202.0|0.0|0.0|-90.0|||||||
GE|JEHI||BHZ|-8.0833|115.213|60.0|0.0|0.0|-90.0|||||||
GE|JELM||BHZ|36.9273|-121.827|85.0|0.0|0.0|-90.0|||||||
GE|JEM||BHZ|42.0158|143.1573|40.0|0.0|0.0|-90.0|||||||
GE|JEN||BHZ|50.9519|11.5833|193.0|0.0|0.0|-90.0|||||||
GE|JENM||BHZ|-38.3507|146.4198|330.0|0.0|0.0|-90.0|||||||
GE|JERN||BHZ|66.0194|-111.4672|476.0|0.0|0.0|-90.0|||||||
GE|JET||BHZ|33.7788|133.0487|410.0|0.0|0.0|-90.0|||||||
GE|JEW||BHZ|42.8402|141.4498|185.0|0.0|0.0|-90.0|||||||
GE|JFA||BHZ|33.712|130.7952|130.0|0.0|0.0|-90.0|||||||
GE|JFI||BHZ|33.4272|130.3883|660.0|0.0|0.0|-90.0|||||||
GE|JFK||BHZ|37.3665|140.8745|520.0|0.0|0.0|-90.0|||||||
GE|JFM||BHZ|35.5283|135.9833|161.0|0.0|0.0|-90.0|||||||
GE|JFO||BHZ|-21.7277|-43.3254|780.0|0.0|0.0|-90.0|||||||
GE|JFR||BHZ|43.1635|142.5935|360.0|0.0|0.0|-90.0|||||||
GE|JFS||BHZ|35.3508|-117.67|1433.0|0.0|0.0|-90.0|||||||
GE|JFT||BHZ|37.5182|140.3367|350.0|0.0|0.0|-90.0|||||||
GE|JFU||BHZ|32.6555|128.7495|120.0|0.0|0.0|-90.0|||||||
GE|JFWS||BHZ|42.9143|-90.2481|335.0|0.0|0.0|-90.0|||||||
GE|JFY||BHZ|37.4068|139.7048|420.0|0.0|0.0|-90.0|||||||
GE|JGF||BHZ|35.6008|137.3572|580.0|0.0|0.0|-90.0|||||||
GE|JGI||BHZ|44.0925|-112.677|1657.0|0.0|0.0|-90.0|||||||
GE|JGK||BHZ|36.562|138.6397|645.0|0.0|0.0|-90.0|||||||
GE|JGM||BHZ|35.6993|136.7182|495.0|0.0|0.0|-90.0|||||||
GE|JGN||BHZ|36.2232|137.3153|775.0|0.0|0.0|-90.0|||||||
GE|JGT||BHZ|35.0287|132.3343|50.0|0.0|0.0|-90.0|||||||
GE|JHA||BHZ|31.736|-9.454|725.0|0.0|0.0|-90.0|||||||
GE|JHC||BHZ|36.547|-121.392|207.0|0.0|0.0|-90.0|||||||
GE|JHCJ||BHZ|33.0723|139.7977|170.0|0.0|0.0|-90.0|||||||
GE|JHD||BHZ|32.465|130.1368|70.0|0.0|0.0|-90.0|||||||
GE|JHE||BHZ|34.6535|135.685|260.0|0.0|0.0|-90.0|||||||
GE|JHG||BHZ|37.8483|136.92|12.0|0.0|0.0|-90.0|||||||
GE|JHHJ||BHZ|26.6297|142.178|110.0|0.0|0.0|-90.0|||||||
GE|JHI||BHZ|26.7333|94.1667|84.0|0.0|0.0|-90.0|||||||
GE|JHIK||BHZ|34.5313|131.9292|350.0|0.0|0.0|-90.0|||||||
