# Comments and additional values can go anywhere, so long as they 
# are preceeded by '#' and don't occur in the first two rows after the
# 'START' flag.

# Indicate start of data
# START
# Lon,Lat,Depth,Weight,Comments_column_not_read
132.909765,-19.572545,47.4,1.0,I am a comment
133.017670,-19.570829,46.8,1.0
133.134567,-19.568970,48.4,1.0
133.395337,-19.564823,51.6,1.0
133.494250,-19.563250,51.6,1.0
133.593163,-19.561677,50.5,1.0
133.808973,-19.558245,48.3,1.0
133.880910,-19.557101,41.1,1.0
134.006799,-19.555100,34.1,1.0
134.348498,-19.549666,41.4,1.0
134.447411,-19.548093,42.5,1.0
134.546324,-19.546520,44.0,1.0
134.789110,-19.542659,44.5,1.0
134.906007,-19.540800,44.3,1.0
134.986936,-19.539513,44.1,1.0
135.265690,-19.535080,43.1,1.0
135.355611,-19.533650,42.7,1.0
135.445532,-19.532220,42.3,1.0
135.733279,-19.527644,41.3,1.0
135.841184,-19.525929,41.0,1.0
135.958081,-19.524070,43.2,1.0
132.383567,-19.994613,52.0,1.0
132.599401,-19.993442,57.0,1.0
132.662352,-19.993101,56.3,1.0
132.806242,-19.992320,51.2,1.0
132.905166,-19.991784,50.5,1.0
133.067041,-19.990906,54.2,1.0
133.282875,-19.989735,53.3,1.0
133.462737,-19.988760,54.4,1.0
133.588640,-19.988077,53.2,1.0
133.777495,-19.987052,48.7,1.0
133.894405,-19.986418,47.0,1.0
134.038295,-19.985638,48.5,1.0
134.272115,-19.984370,47.6,1.0
134.398018,-19.983687,46.5,1.0
134.550900,-19.982858,49.8,1.0
134.721769,-19.981931,55.3,1.0
134.919617,-19.980858,54.9,1.0
135.027534,-19.980272,52.9,1.0
135.189410,-19.979394,49.2,1.0
135.333299,-19.978614,47.5,1.0
135.468195,-19.977882,48.5,1.0
135.684029,-19.976712,52.3,1.0
135.845905,-19.975834,52.5,1.0
135.953822,-19.975249,52.5,1.0
136.133684,-19.974273,52.2,1.0
136.268580,-19.973541,49.3,1.0
136.340525,-19.973151,47.5,1.0
136.403476,-19.972810,47.7,1.0
137.599557,-19.966322,39.5,1.0
137.689487,-19.965835,36.7,1.0
137.824384,-19.965103,35.5,1.0
138.085183,-19.963689,35.5,1.0
138.211086,-19.963006,35.7,1.0
138.301017,-19.962518,37.5,1.0
138.534837,-19.961250,48.5,1.0
138.606782,-19.960860,50.7,1.0
138.813623,-19.959738,50.3,1.0
131.868062,-20.499269,45.0,1.0
131.975980,-20.499112,47.0,1.0
132.110879,-20.498917,48.5,1.0
132.281749,-20.498669,49.3,1.0
132.434634,-20.498447,50.2,1.0
132.587519,-20.498225,51.2,1.0
132.875301,-20.497808,54.3,1.0
133.100131,-20.497482,57.3,1.0
133.190064,-20.497352,57.0,1.0
133.279996,-20.497221,56.5,1.0
133.450867,-20.496973,55.2,1.0
133.576772,-20.496791,55.3,1.0
133.711670,-20.496595,56.2,1.0
133.873547,-20.496360,57.5,1.0
134.026432,-20.496139,58.5,1.0
134.179317,-20.495917,59.7,1.0
134.341194,-20.495682,60.5,1.0
134.503072,-20.495448,60.6,1.0
134.655957,-20.495226,60.5,1.0
134.835821,-20.494965,60.5,1.0
134.997699,-20.494730,60.5,1.0
135.195549,-20.494443,60.3,1.0
135.330447,-20.494248,60.0,1.0
135.420379,-20.494117,58.5,1.0
135.573264,-20.493896,55.5,1.0
135.771114,-20.493609,51.5,1.0
135.870040,-20.493465,52.5,1.0
136.139836,-20.493074,56.0,1.0
136.229768,-20.492944,57.3,1.0
136.319700,-20.492813,58.5,1.0
136.544530,-20.492487,60.5,1.0
136.724395,-20.492226,58.9,1.0
136.859293,-20.492031,57.5,1.0
137.039157,-20.491770,55.5,1.0
137.147075,-20.491613,55.1,1.0
137.263987,-20.491444,55.5,1.0
137.533783,-20.491053,51.9,1.0
137.650695,-20.490883,51.9,1.0
137.803580,-20.490661,53.5,1.0
138.010423,-20.490361,52.5,1.0
138.154315,-20.490153,51.5,1.0
138.289213,-20.489957,49.8,1.0
138.478070,-20.489683,47.3,1.0
138.612968,-20.489488,45.8,1.0
138.747867,-20.489292,46.5,1.0
131.368786,-20.994453,40.0,1.0
131.503683,-20.994917,42.5,1.0
131.602608,-20.995258,41.5,1.0
131.863410,-20.996155,40.5,1.0
131.989314,-20.996589,42.3,1.0
132.043273,-20.996775,43.7,1.0
132.304075,-20.997672,46.5,1.0
132.394006,-20.997982,48.2,1.0
132.492931,-20.998323,48.7,1.0
132.771719,-20.999282,48.1,1.0
132.933596,-20.999840,47.4,1.0
133.068494,-21.000304,47.5,1.0
133.194398,-21.000737,51.7,1.0
133.338289,-21.001233,52.5,1.0
133.482179,-21.001728,50.5,1.0
133.698015,-21.002471,48.7,1.0
133.787947,-21.002781,48.4,1.0
133.913851,-21.003214,51.9,1.0
134.192639,-21.004174,43.5,1.0
134.282571,-21.004484,41.8,1.0
134.417469,-21.004948,42.4,1.0
134.669277,-21.005815,43.5,1.0
134.813168,-21.006310,44.0,1.0
134.912093,-21.006651,44.5,1.0
135.136922,-21.007425,47.0,1.0
135.271819,-21.007889,48.5,1.0
135.415710,-21.008385,50.2,1.0
135.631546,-21.009128,53.3,1.0
135.766443,-21.009592,49.7,1.0
135.883354,-21.009995,47.7,1.0
136.081204,-21.010676,45.5,1.0
136.234088,-21.011202,44.5,1.0
136.350999,-21.011605,44.2,1.0
136.548849,-21.012286,42.8,1.0
136.692739,-21.012781,42.7,1.0
136.845623,-21.013307,43.5,1.0
137.052466,-21.014019,44.5,1.0
137.169377,-21.014422,45.1,1.0
137.286288,-21.014824,44.9,1.0
137.520110,-21.015629,43.7,1.0
137.628028,-21.016001,43.2,1.0
137.717960,-21.016310,41.8,1.0
138.014735,-21.017332,36.5,1.0
138.194598,-21.017951,33.7,1.0
138.257550,-21.018168,34.3,1.0
138.473386,-21.018911,37.5,1.0
138.581304,-21.019283,38.3,1.0
138.707208,-21.019716,38.5,1.0
130.937026,-21.472933,40.3,1.0
131.098903,-21.473621,41.2,1.0
131.143869,-21.473812,42.3,1.0
131.350711,-21.474691,42.3,1.0
131.458628,-21.475149,41.5,1.0
131.566546,-21.475608,42.5,1.0
131.845333,-21.476792,46.7,1.0
132.025196,-21.477557,46.7,1.0
132.115127,-21.477939,46.1,1.0
132.294990,-21.478703,43.2,1.0
132.429887,-21.479276,44.3,1.0
132.519819,-21.479659,45.7,1.0
132.744647,-21.480614,49.5,1.0
132.879544,-21.481187,51.0,1.0
133.014441,-21.481760,50.5,1.0
133.194304,-21.482525,49.9,1.0
133.347187,-21.483174,49.5,1.0
133.509064,-21.483862,51.5,1.0
133.688926,-21.484627,50.8,1.0
133.823823,-21.485200,50.3,1.0
133.913755,-21.485582,49.6,1.0
134.183549,-21.486728,48.1,1.0
134.273480,-21.487111,45.5,1.0
134.363412,-21.487493,43.5,1.0
134.633206,-21.488639,48.5,1.0
134.723137,-21.489021,48.5,1.0
134.831055,-21.489480,44.5,1.0
134.903000,-21.489786,43.7,1.0
135.082863,-21.490550,47.5,1.0
135.262725,-21.491314,47.7,1.0
135.352657,-21.491696,47.7,1.0
135.577485,-21.492652,47.7,1.0
135.667417,-21.493034,47.5,1.0
135.847279,-21.493798,46.5,1.0
136.027142,-21.494563,45.2,1.0
136.162039,-21.495136,43.5,1.0
136.296936,-21.495709,43.5,1.0
136.521765,-21.496665,43.8,1.0
136.656662,-21.497238,43.5,1.0
136.791559,-21.497811,43.8,1.0
136.971421,-21.498575,44.3,1.0
137.151284,-21.499340,45.0,1.0
137.286181,-21.499913,46.3,1.0
130.871202,-22.003959,44.0,1.0
131.006100,-22.003900,43.0,1.0
131.096032,-22.003861,42.5,1.0
131.320863,-22.003763,41.5,1.0
131.455761,-22.003705,41.5,1.0
131.590659,-22.003646,41.8,1.0
131.815490,-22.003549,43.0,1.0
131.950388,-22.003490,43.5,1.0
132.040320,-22.003451,44.5,1.0
132.804743,-22.003119,46.5,1.0
132.894676,-22.003080,45.5,1.0
133.029574,-22.003021,47.0,1.0
133.119506,-22.002982,50.5,1.0
133.254404,-22.002924,49.7,1.0
133.389303,-22.002865,47.5,1.0
133.659099,-22.002748,45.0,1.0
133.749031,-22.002709,44.3,1.0
133.928896,-22.002631,43.5,1.0
134.198692,-22.002514,42.7,1.0
134.333590,-22.002455,42.5,1.0
134.423523,-22.002416,42.5,1.0
134.603387,-22.002338,42.7,1.0
134.738285,-22.002279,43.0,1.0
134.828217,-22.002240,43.5,1.0
135.098014,-22.002123,47.0,1.0
135.277878,-22.002045,49.0,1.0
135.367810,-22.002006,49.3,1.0
135.547675,-22.001928,49.3,1.0
135.682573,-22.001869,49.0,1.0
135.772505,-22.001830,48.5,1.0
135.997336,-22.001733,47.5,1.0
136.132234,-22.001674,46.5,1.0
136.267132,-22.001615,45.5,1.0
