Network | Station | Location | Channel | Latitude | Longitude | Elevation | Depth | Azimuth | Dip | SensorDescription | Scale | ScaleFreq | ScaleUnits | SampleRate | StartTime | EndTime
AU|FORT||BHN|-30.778999|128.059006|165|1|0|0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50877005E9|0.2|M/S|40|2012-03-08T00:00:00|2599-12-31T23:59:59
AU|FORT||BHZ|-30.778999|128.059006|165|0|0|-90|Guralp CMG3T_100sec/GDAS|6.0617702E8|0.2|M/S|20|2003-06-19T00:00:00|2005-12-26T23:59:59
AU|FORT||BHZ|-30.778999|128.059006|165|0|0|-90|Guralp CMG40T_60sec/GDAS|1.61888E8|0.3|M/S|20|2006-02-24T00:00:00|2011-01-22T23:59:59
AU|FORT||BHZ|-30.778999|128.059006|165|1|0|-90|Guralp CMG40T_60sec/Quanterra 330HR Linear Phase B|1.35969997E9|0.3|M/S|40|2011-01-23T00:00:00|2012-03-08T00:00:00
AU|FORT||BHZ|-30.778999|128.059006|165|1|0|-90|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50877005E9|0.2|M/S|40|2012-03-08T00:00:00|2599-12-31T23:59:59
AU|FORT||HHE|-30.778999|128.059006|165|1|90|0|Guralp CMG40T_60sec/Quanterra 330HR Linear Phase B|1.37832E9|0.7|M/S|200|2011-01-23T00:00:00|2012-03-03T23:59:59
AU|FORT||HHE|-30.778999|128.059006|165|1|90|0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.51302989E9|0.6|M/S|200|2012-03-08T00:00:00|2599-12-31T23:59:59
AU|FORT||HHN|-30.778999|128.059006|165|1|0|0|Guralp CMG40T_60sec/Quanterra 330HR Linear Phase B|1.3532E9|0.7|M/S|200|2011-01-23T00:00:00|2012-03-03T23:59:59
AU|FORT||HHN|-30.778999|128.059006|165|1|0|0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.51302989E9|0.6|M/S|200|2012-03-08T00:00:00|2599-12-31T23:59:59
AU|FORT||HHZ|-30.778999|128.059006|165|1|0|-90|Guralp CMG40T_60sec/Quanterra 330HR Linear Phase B|1.35965005E9|0.7|M/S|200|2011-01-23T00:00:00|2012-03-03T23:59:59
AU|FORT||HHZ|-30.778999|128.059006|165|1|0|-90|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.51302989E9|0.6|M/S|200|2012-03-08T00:00:00|2599-12-31T23:59:59
AU|FORT||LCE|-30.778999|128.059006|165|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|1000000.0|0|S|1|2011-01-23T00:00:00|2599-12-31T23:59:59
AU|FORT||LCQ|-30.778999|128.059006|165|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0|PERCENT|1|2011-01-23T00:00:00|2599-12-31T23:59:59
AU|FORT||VCO|-30.778999|128.059006|165|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0|V|0.1|2011-01-23T00:00:00|2599-12-31T23:59:59
AU|FORT||VEA|-30.778999|128.059006|165|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0|A|0.1|2011-01-23T00:00:00|2599-12-31T23:59:59
AU|FORT||VEC|-30.778999|128.059006|165|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0|A|0.1|2011-01-23T00:00:00|2599-12-31T23:59:59
AU|FORT||VEP|-30.778999|128.059006|165|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0|V|0.1|2011-01-23T00:00:00|2599-12-31T23:59:59
AU|FORT||VKI|-30.778999|128.059006|165|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0|CELSIUS|0.1|2011-01-23T00:00:00|2599-12-31T23:59:59
AU|FORT||VMU|-30.778999|128.059006|165|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0|V|0.1|2011-01-23T00:00:00|2599-12-31T23:59:59
AU|FORT||VMV|-30.778999|128.059006|165|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0|V|0.1|2011-01-23T00:00:00|2599-12-31T23:59:59
AU|FORT||VMW|-30.778999|128.059006|165|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0|V|0.1|2011-01-23T00:00:00|2599-12-31T23:59:59
AU|FORT||VPB|-30.778999|128.059006|165|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0|PERCENT|0.1|2011-01-23T00:00:00|2599-12-31T23:59:59
AU|GC1S|00|BNZ|-28.161699|153.511505|11|1.5|0|-90|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/R|154016.0|0.01|M/S**2|20|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|GC1S|00|SHZ|-28.161699|153.511505|11|1.5|0|-90|LE-3D Lite/Reftek 130 Datalogger|2.46816992E8|2|M/S|20|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|GC2F||LOG|-27.912201|153.395798|12|0|0|0|Reftek 130 Datalogger||||0|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|GC2F|00|BNE|-27.912201|153.395798|12|1.5|90|0|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|157376.0|5|M/S**2|20|2009-01-01T00:00:00|2018-09-05T23:59:59
AU|GC2F|00|BNE|-27.912201|153.395798|12|0|90|0|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/R|112314.0|0.07|M/S**2|40|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|GC2F|00|BNN|-27.912201|153.395798|12|1.5|0|0|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|157376.0|5|M/S**2|20|2009-01-01T00:00:00|2018-09-05T23:59:59
AU|GC2F|00|BNN|-27.912201|153.395798|12|0|0|0|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/R|112314.0|0.07|M/S**2|40|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|GC2F|00|BNZ|-27.912201|153.395798|12|1.5|0|-90|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|157376.0|5|M/S**2|20|2009-01-01T00:00:00|2018-09-05T23:59:59
AU|GC2F|00|BNZ|-27.912201|153.395798|12|0|0|-90|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/R|112314.0|0.07|M/S**2|40|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|GC2F|00|EHE|-27.912201|153.395798|12|0|90|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2009-01-01T00:00:00|2018-09-06T00:00:00
AU|GC2F|00|EHE|-27.912201|153.395798|12|0|90|0|LE-3D Lite/Reftek 130 Datalogger|2.5195E8|6|M/S|200|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|GC2F|00|EHN|-27.912201|153.395798|12|0|0|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2009-01-01T00:00:00|2018-09-06T00:00:00
AU|GC2F|00|EHN|-27.912201|153.395798|12|0|0|0|LE-3D Lite/Reftek 130 Datalogger|2.5195E8|6|M/S|200|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|GC2F|00|EHZ|-27.912201|153.395798|12|0|0|-90|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2009-01-01T00:00:00|2018-09-06T00:00:00
AU|GC2F|00|EHZ|-27.912201|153.395798|12|0|0|-90|LE-3D Lite/Reftek 130 Datalogger|2.5195E8|6|M/S|200|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|GC2F|00|HHE|-27.912201|153.395798|12|0|90|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|GC2F|00|HHN|-27.912201|153.395798|12|0|0|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|GC2F|00|HHZ|-27.912201|153.395798|12|0|0|-90|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|GC2F|00|HNE|-27.912201|153.395798|12|1.5|90|0|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|1.57376E7|50|M/S**2|200|2009-01-01T00:00:00|2018-09-06T00:00:00
AU|GC2F|00|HNE|-27.912201|153.395798|12|0|90|0|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/R|112314.0|0.03|M/S**2|200|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|GC2F|00|HNN|-27.912201|153.395798|12|1.5|0|0|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|1.57376E7|50|M/S**2|200|2009-01-01T00:00:00|2018-09-06T00:00:00
AU|GC2F|00|HNN|-27.912201|153.395798|12|0|0|0|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/R|112314.0|0.03|M/S**2|200|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|GC2F|00|HNZ|-27.912201|153.395798|12|1.5|0|-90|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|1.57376E7|50|M/S**2|200|2009-01-01T00:00:00|2018-09-06T00:00:00
AU|GC2F|00|HNZ|-27.912201|153.395798|12|0|0|-90|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/R|112314.0|0.03|M/S**2|200|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|GC2F|00|SHE|-27.912201|153.395798|12|1.5|90|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.43342E8|2|M/S|20|2009-01-01T00:00:00|2018-09-06T00:00:00
AU|GC2F|00|SHE|-27.912201|153.395798|12|0|90|0|LE-3D Lite/Reftek 130 Datalogger|2.46816992E8|2|M/S|20|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|GC2F|00|SHN|-27.912201|153.395798|12|1.5|0|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.43342E8|2|M/S|20|2009-01-01T00:00:00|2018-09-06T00:00:00
AU|GC2F|00|SHN|-27.912201|153.395798|12|0|0|0|LE-3D Lite/Reftek 130 Datalogger|2.46816992E8|2|M/S|20|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|GC2F|00|SHZ|-27.912201|153.395798|12|1.5|0|-90|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.43342E8|2|M/S|20|2009-01-01T00:00:00|2018-09-06T00:00:00
AU|GC2F|00|SHZ|-27.912201|153.395798|12|0|0|-90|LE-3D Lite/Reftek 130 Datalogger|2.46816992E8|2|M/S|20|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|GD1S|00|BNE|-23.842100|151.169006|5|0|90|0|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/C|244732.0|0.1|M/S**2|40|2019-01-15T00:00:00|2599-12-31T23:59:59
AU|GD1S|00|BNN|-23.842100|151.169006|5|0|0|0|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/C|244732.0|0.1|M/S**2|40|2019-01-15T00:00:00|2599-12-31T23:59:59
AU|GD1S|00|BNZ|-23.842100|151.169006|5|1|0|-90|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/R|151192.0|0.01|M/S|20|2011-10-10T00:00:00|2019-01-14T23:59:59
AU|GD1S|00|BNZ|-23.842100|151.169006|5|0|0|-90|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/C|244732.0|0.1|M/S**2|40|2019-01-15T00:00:00|2599-12-31T23:59:59
AU|GD1S|00|EHE|-23.842100|151.169006|5|0|90|0|LE-3D Lite/Centaur Standard 47k|4.00347008E8|6|M/S|200|2019-01-15T00:00:00|2599-12-31T23:59:59
AU|GD1S|00|EHN|-23.842100|151.169006|5|0|0|0|LE-3D Lite/Centaur Standard 47k|4.00347008E8|6|M/S|200|2019-01-15T00:00:00|2599-12-31T23:59:59
AU|GD1S|00|EHZ|-23.842100|151.169006|5|0|0|-90|LE-3D Lite/Centaur Standard 47k|4.00347008E8|6|M/S|200|2019-01-15T00:00:00|2599-12-31T23:59:59
AU|GD1S|00|HNE|-23.842100|151.169006|5|0|90|0|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/C|244732.0|0.4|M/S**2|200|2019-01-15T00:00:00|2599-12-31T23:59:59
AU|GD1S|00|HNN|-23.842100|151.169006|5|0|0|0|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/C|244732.0|0.4|M/S**2|200|2019-01-15T00:00:00|2599-12-31T23:59:59
AU|GD1S|00|HNZ|-23.842100|151.169006|5|0|0|-90|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/C|244732.0|0.4|M/S**2|200|2019-01-15T00:00:00|2599-12-31T23:59:59
AU|GD1S|00|SHE|-23.842100|151.169006|5|0|90|0|LE-3D Lite/Centaur Standard 47k|3.9956E8|3|M/S|40|2019-01-15T00:00:00|2599-12-31T23:59:59
AU|GD1S|00|SHN|-23.842100|151.169006|5|0|0|0|LE-3D Lite/Centaur Standard 47k|3.9956E8|3|M/S|40|2019-01-15T00:00:00|2599-12-31T23:59:59
AU|GD1S|00|SHZ|-23.842100|151.169006|5|1|0|-90|LE-3D Lite/Reftek 130 Datalogger|2.29716E8|2|M/S|20|2011-10-10T00:00:00|2019-01-14T23:59:59
AU|GD1S|00|SHZ|-23.842100|151.169006|5|0|0|-90|LE-3D Lite/Centaur Standard 47k|3.9956E8|3|M/S|40|2019-01-15T00:00:00|2599-12-31T23:59:59
AU|GEES||LOG|-41.445400|147.123596|0|0|0|0|Reftek 130 Datalogger||||0|2009-11-20T00:00:00|2014-03-20T23:59:59
AU|GEES|00|BNE|-41.445400|147.123596|0|1|90|0|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|157376.0|5|M/S**2|20|2009-11-20T00:00:00|2014-03-20T23:59:59
AU|GEES|00|BNN|-41.445400|147.123596|0|1|0|0|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|157376.0|5|M/S**2|20|2009-11-20T00:00:00|2014-03-20T23:59:59
AU|GEES|00|BNZ|-41.445400|147.123596|0|1|0|-90|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|157376.0|5|M/S**2|20|2009-11-20T00:00:00|2014-03-20T23:59:59
AU|GEES|00|EHE|-41.445400|147.123596|0|0|90|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2009-11-20T00:00:00|2014-03-20T23:59:59
AU|GEES|00|EHN|-41.445400|147.123596|0|0|0|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2009-11-20T00:00:00|2014-03-20T23:59:59
AU|GEES|00|EHZ|-41.445400|147.123596|0|0|0|-90|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2009-11-20T00:00:00|2014-03-20T23:59:59
AU|GEES|00|HHE|-41.445400|147.123596|0|0|90|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2009-11-20T00:00:00|2014-03-20T23:59:59
AU|GEES|00|HHN|-41.445400|147.123596|0|0|0|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2009-11-20T00:00:00|2014-03-20T23:59:59
AU|GEES|00|HHZ|-41.445400|147.123596|0|0|0|-90|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2009-11-20T00:00:00|2014-03-20T23:59:59
AU|GEES|00|HNE|-41.445400|147.123596|0|1|90|0|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|1.57376E7|50|M/S**2|200|2009-11-20T00:00:00|2014-03-20T23:59:59
AU|GEES|00|HNN|-41.445400|147.123596|0|1|0|0|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|1.57376E7|50|M/S**2|200|2009-11-20T00:00:00|2014-03-20T23:59:59
AU|GEES|00|HNZ|-41.445400|147.123596|0|1|0|-90|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|1.57376E7|50|M/S**2|200|2009-11-20T00:00:00|2014-03-20T23:59:59
AU|GEES|00|SHE|-41.445400|147.123596|0|1|90|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.43342E8|2|M/S|20|2009-11-20T00:00:00|2014-03-20T23:59:59
AU|GEES|00|SHN|-41.445400|147.123596|0|1|0|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.43342E8|2|M/S|20|2009-11-20T00:00:00|2014-03-20T23:59:59
AU|GEES|00|SHZ|-41.445400|147.123596|0|1|0|-90|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.43342E8|2|M/S|20|2009-11-20T00:00:00|2014-03-20T23:59:59
AU|GEXS||LOG|-38.200802|144.289993|10|0|0|0|Reftek 130 Datalogger||||0|2013-03-26T00:00:00|2599-12-31T23:59:59
AU|GEXS|00|BNE|-38.200802|144.289993|10|0|90|0|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|157376.0|5|M/S**2|20|2013-03-26T00:00:00|2017-10-16T23:59:59
AU|GEXS|00|BNE|-38.200802|144.289993|10|0|90|0|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/R|154016.0|0.07|M/S**2|40|2017-10-17T00:00:00|2599-12-31T23:59:59
AU|GEXS|00|BNN|-38.200802|144.289993|10|0|0|0|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|157376.0|5|M/S**2|20|2013-03-26T00:00:00|2017-10-16T23:59:59
AU|GEXS|00|BNN|-38.200802|144.289993|10|0|0|0|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/R|154016.0|0.07|M/S**2|40|2017-10-17T00:00:00|2599-12-31T23:59:59
AU|GEXS|00|BNZ|-38.200802|144.289993|10|0|0|-90|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|157376.0|5|M/S**2|20|2013-03-26T00:00:00|2017-10-16T23:59:59
AU|GEXS|00|BNZ|-38.200802|144.289993|10|0|0|-90|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/R|154016.0|0.07|M/S**2|40|2017-10-17T00:00:00|2599-12-31T23:59:59
AU|GEXS|00|EHE|-38.200802|144.289993|10|0|90|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2013-03-26T00:00:00|2599-12-31T23:59:59
AU|GEXS|00|EHN|-38.200802|144.289993|10|0|0|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2013-03-26T00:00:00|2599-12-31T23:59:59
AU|GEXS|00|EHZ|-38.200802|144.289993|10|0|0|-90|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2013-03-26T00:00:00|2599-12-31T23:59:59
AU|GEXS|00|HHE|-38.200802|144.289993|10|0|90|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2013-03-26T00:00:00|2017-10-17T00:00:00
AU|GEXS|00|HHE|-38.200802|144.289993|10|0|90|0|LE-3D Lite/Reftek 130 Datalogger|2.5195E8|6|M/S|200|2017-10-17T00:00:00|2599-12-31T23:59:59
AU|GEXS|00|HHN|-38.200802|144.289993|10|0|0|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2013-03-26T00:00:00|2017-10-17T00:00:00
AU|GEXS|00|HHN|-38.200802|144.289993|10|0|0|0|LE-3D Lite/Reftek 130 Datalogger|2.5195E8|6|M/S|200|2017-10-17T00:00:00|2599-12-31T23:59:59
AU|GEXS|00|HHZ|-38.200802|144.289993|10|0|0|-90|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.51418E8|5|M/S|200|2013-03-26T00:00:00|2017-10-17T00:00:00
AU|GEXS|00|HHZ|-38.200802|144.289993|10|0|0|-90|LE-3D Lite/Reftek 130 Datalogger|2.5195E8|6|M/S|200|2017-10-17T00:00:00|2599-12-31T23:59:59
AU|GEXS|00|HNE|-38.200802|144.289993|10|0|90|0|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|1.57376E7|50|M/S**2|200|2013-03-26T00:00:00|2017-10-17T00:00:00
AU|GEXS|00|HNE|-38.200802|144.289993|10|0|90|0|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/R|154016.0|0.03|M/S**2|200|2017-10-17T00:00:00|2599-12-31T23:59:59
AU|GEXS|00|HNN|-38.200802|144.289993|10|0|0|0|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|1.57376E7|50|M/S**2|200|2013-03-26T00:00:00|2017-10-17T00:00:00
AU|GEXS|00|HNN|-38.200802|144.289993|10|0|0|0|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/R|154016.0|0.03|M/S**2|200|2017-10-17T00:00:00|2599-12-31T23:59:59
AU|GEXS|00|HNZ|-38.200802|144.289993|10|0|0|-90|Reftek 131A-02_3 Low Noise Accelerometer 3.5g/Reft|1.57376E7|50|M/S**2|200|2013-03-26T00:00:00|2017-10-17T00:00:00
AU|GEXS|00|HNZ|-38.200802|144.289993|10|0|0|-90|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/R|154016.0|0.03|M/S**2|200|2017-10-17T00:00:00|2599-12-31T23:59:59
AU|GEXS|00|SHE|-38.200802|144.289993|10|0|90|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.43342E8|2|M/S|20|2013-03-26T00:00:00|2017-10-16T23:59:59
AU|GEXS|00|SHE|-38.200802|144.289993|10|0|90|0|LE-3D Lite/Reftek 130 Datalogger|2.51454E8|3|M/S|40|2017-10-17T00:00:00|2599-12-31T23:59:59
AU|GEXS|00|SHN|-38.200802|144.289993|10|0|0|0|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.43342E8|2|M/S|20|2013-03-26T00:00:00|2017-10-16T23:59:59
AU|GEXS|00|SHN|-38.200802|144.289993|10|0|0|0|LE-3D Lite/Reftek 130 Datalogger|2.51454E8|3|M/S|40|2017-10-17T00:00:00|2599-12-31T23:59:59
AU|GEXS|00|SHZ|-38.200802|144.289993|10|0|0|-90|Lennartz LE-3Dlite MkII/Reftek 130 Datalogger|2.43342E8|2|M/S|20|2013-03-26T00:00:00|2017-10-16T23:59:59
AU|GEXS|00|SHZ|-38.200802|144.289993|10|0|0|-90|LE-3D Lite/Reftek 130 Datalogger|2.51454E8|3|M/S|40|2017-10-17T00:00:00|2599-12-31T23:59:59
AU|GHSS|00|BNZ|-34.919399|138.601700|42|1.5|0|-90|Refraction Tech. 131A 400 Hz 3.5g 2.4 Volt per g/R|154016.0|0.01|M/S**2|20|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|GHSS|00|SHZ|-34.919399|138.601700|42|1.5|0|-90|LE-3D Lite/Reftek 130 Datalogger|2.46816992E8|2|M/S|20|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|GIRL||BHE|-22.643000|114.234001|111|2|90|0|Guralp CMG3ESP_120sec/Quanterra 330HR Linear Phase|3.33649997E9|0.2|M/S|40|2009-06-22T00:00:00|2012-04-11T04:00:00
AU|GIRL||BHE|-22.643000|114.234001|111|2|90|0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50877005E9|0.2|M/S|40|2012-04-11T04:00:00|2599-12-31T23:59:59
AU|GIRL||BHN|-22.643000|114.234001|111|2|0|0|Guralp CMG3ESP_120sec/Quanterra 330HR Linear Phase|3.38740992E9|0.2|M/S|40|2009-06-22T00:00:00|2012-04-11T04:00:00
AU|GIRL||BHN|-22.643000|114.234001|111|2|0|0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50877005E9|0.2|M/S|40|2012-04-11T04:00:00|2599-12-31T23:59:59
AU|GIRL||BHZ|-22.643000|114.234001|111|2|0|-90|Guralp CMG3ESP_120sec/Quanterra 330HR Linear Phase|3.36704E9|0.2|M/S|40|2009-06-22T00:00:00|2012-04-11T04:00:00
AU|GIRL||BHZ|-22.643000|114.234001|111|2|0|-90|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50877005E9|0.2|M/S|40|2012-04-11T04:00:00|2599-12-31T23:59:59
AU|GIRL||HHE|-22.643000|114.234001|111|2|90|0|Guralp CMG3ESP_120sec/Quanterra 330HR Linear Phase|3.3364201E9|0.5|M/S|200|2009-06-22T00:00:00|2012-04-11T01:40:00
AU|GIRL||HHE|-22.643000|114.234001|111|2|90|0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.51302989E9|0.6|M/S|200|2012-04-11T04:00:00|2599-12-31T23:59:59
AU|GIRL||HHN|-22.643000|114.234001|111|2|0|0|Guralp CMG3ESP_120sec/Quanterra 330HR Linear Phase|3.38733005E9|0.5|M/S|200|2009-06-22T00:00:00|2012-04-11T01:40:00
AU|GIRL||HHN|-22.643000|114.234001|111|2|0|0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.51302989E9|0.6|M/S|200|2012-04-11T04:00:00|2599-12-31T23:59:59
AU|GIRL||HHZ|-22.643000|114.234001|111|2|0|-90|Guralp CMG3ESP_120sec/Quanterra 330HR Linear Phase|3.36697011E9|0.5|M/S|200|2009-06-22T00:00:00|2012-04-11T01:40:00
AU|GIRL||HHZ|-22.643000|114.234001|111|2|0|-90|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.51302989E9|0.6|M/S|200|2012-04-11T04:00:00|2599-12-31T23:59:59
AU|GIRL||LCE|-22.643000|114.234001|111|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|1000000.0|0|S|1|2009-06-22T00:00:00|2012-04-11T04:00:00
AU|GIRL||LCE|-22.643000|114.234001|111|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|1000000.0|0|S|1|2012-04-11T04:00:00|2599-12-31T23:59:59
AU|GIRL||LCQ|-22.643000|114.234001|111|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0|PERCENT|1|2009-06-22T00:00:00|2012-04-11T04:00:00
AU|GIRL||LCQ|-22.643000|114.234001|111|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0|PERCENT|1|2012-04-11T04:00:00|2599-12-31T23:59:59
AU|GIRL||SHZ|-22.643000|114.234001|111|0|0|-90|Wilmore(dummy)/BlueBoxII|6.2527398E8|4|M/S|40|2004-11-22T21:17:00|2006-08-02T23:59:59
AU|GIRL||SHZ|-22.643000|114.234001|111|0|0|-90|Wilmore(dummy)/BlueBoxII|6.2527398E8|4|M/S|40|2006-08-03T00:00:00|2009-06-21T23:59:00
AU|GIRL||VCO|-22.643000|114.234001|111|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0|V|0.1|2009-06-22T00:00:00|2012-04-11T04:00:00
AU|GIRL||VCO|-22.643000|114.234001|111|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0|V|0.1|2012-04-11T04:00:00|2599-12-31T23:59:59
AU|GIRL||VEA|-22.643000|114.234001|111|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0|A|0.1|2009-06-22T00:00:00|2012-04-11T04:00:00
AU|GIRL||VEA|-22.643000|114.234001|111|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0|A|0.1|2012-04-11T04:00:00|2599-12-31T23:59:59
AU|GIRL||VEC|-22.643000|114.234001|111|0|0|0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0|A|0.1|2009-06-22T00:00:00|2012-04-11T04:00:00
