#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
6E|ANAF||LHZ|36.3556|25.773|335.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2009-04-28T17:00:00|2011-09-25T00:00:00
6E|NISY||HHZ|36.6011|27.178|378.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2008-04-08T00:00:00|2008-09-16T00:00:00
6E|NISY||LHZ|36.6011|27.178|378.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2008-04-08T00:00:00|2008-09-16T00:00:00
6E|WB33||BHZ|38.2119|-87.511|164.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2014-05-12T00:00:00|2016-12-31T23:59:59
6E|WB33||LHZ|38.2119|-87.511|164.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2014-05-12T00:00:00|2016-12-31T23:59:59
7C|ATA2||HHZ|11.4537|43.205|50.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2010-11-19T00:00:00|2011-03-27T23:59:59
7C|DAF2||BHZ|11.6076|42.529|270.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2009-10-31T00:00:00|2010-09-20T14:22:23
7C|DAF2||HHZ|11.6076|42.529|270.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2010-09-20T14:24:18|2010-11-23T23:59:59
7C|DAY||HHZ|11.7525|42.638|1181.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2010-02-02T00:00:00|2010-06-15T11:43:27
7C|DAY||HHZ|11.7525|42.638|1181.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2010-02-02T00:00:00|2010-06-15T11:43:28
7C|DAY||HHZ|11.7525|42.638|1181.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2010-06-15T11:43:28|2011-03-24T23:59:59
7C|DLM||HHZ|11.6076|42.529|270.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2009-11-04T00:00:00|2010-09-10T23:59:59
7C|OBO2||HHZ|11.9849|43.292|40.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2010-11-18T00:00:00|2011-03-24T23:59:59
7E|OST||HHZ|50.556|16.216|556.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2006-05-22T00:00:00|2008-12-31T00:00:00
7E|SCH2||HHZ|50.6768|12.403|435.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2006-01-13T00:00:00|2006-06-21T00:00:00
7G|SP26||HHZ|0.7722|127.367|43.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2016-08-12T00:00:00|2018-12-31T00:00:00
8A|PW14||HHZ|39.6169|-8.411|210.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2010-07-12T15:02:00|2012-06-29T14:57:00
8A|PW15||HHZ|39.8392|-7.478|180.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2010-07-16T15:30:00|2012-06-27T07:36:00
8A|PW20||HHZ|38.5224|-8.351|263.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2010-07-14T17:48:00|2012-06-25T16:50:00
8E|MB06||HHZ|37.6299|-119.032|3324.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2011-10-14T23:26:44|2013-10-23T17:43:18
8F|WF03||HHZ|-21.319|-69.896|1015.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2005-10-30T00:00:00|2006-01-27T00:00:00
8F|WF15||HHZ|-21.0427|-69.487|900.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2006-02-11T00:00:00|2006-06-12T00:00:00
8X|CA01A||HHZ|43.6172|19.37|413.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2016-11-14T19:30:00|2262-04-11T23:47:16
8X|CA03A||HHZ|43.8723|18.428|725.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2016-11-14T19:00:00|2262-04-11T23:47:16
AB|GANJ||BHZ|40.6451|46.322|574.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2003-03-29T00:00:00|2262-04-11T23:47:16
AB|GANJ||LHZ|40.6451|46.322|574.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2003-03-29T00:00:00|2262-04-11T23:47:16
AB|QZX||BHZ|41.0575|45.372|563.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2010-01-18T00:00:00|2262-04-11T23:47:16
AB|QZX||LHZ|41.0575|45.372|563.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2010-01-18T00:00:00|2262-04-11T23:47:16
AB|ZKT||BHZ|41.637|46.622|497.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2009-10-23T00:00:00|2262-04-11T23:47:16
AB|ZKT||LHZ|41.637|46.622|497.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2009-10-23T00:00:00|2262-04-11T23:47:16
AF|CER||BHZ|-33.3605|19.293|472.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2007-03-15T00:47:00|2262-04-11T23:47:16
AF|CER||HHZ|-33.3605|19.293|472.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2007-03-15T00:47:00|2262-04-11T23:47:16
AF|CER||LHZ|-33.3605|19.293|472.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2007-03-15T00:47:00|2262-04-11T23:47:16
AF|CER||VHZ|-33.3605|19.293|472.0|0.0|0.0|-90.0|Streckeisen STS-1V/VBB Seismometer|15945100000.0|0.02|M/S||2007-03-15T00:47:00|2262-04-11T23:47:16
AF|GRM||BHZ|-33.3094|26.575|558.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-05-10T00:00:00|2262-04-11T23:47:16
AF|GRM||BHZ|-33.3094|26.575|558.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2007-03-19T19:53:00|2262-04-11T23:47:16
AF|GRM||HHZ|-33.3094|26.575|558.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2006-05-10T00:00:00|2262-04-11T23:47:16
AF|GRM||HHZ|-33.3094|26.575|558.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2007-03-19T19:53:00|2262-04-11T23:47:16
AF|GRM||LHZ|-33.3094|26.575|558.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-05-10T00:00:00|2262-04-11T23:47:16
AF|GRM||LHZ|-33.3094|26.575|558.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2007-03-19T19:53:00|2262-04-11T23:47:16
AF|GRM||VHZ|-33.3094|26.575|558.0|0.0|0.0|-90.0|Streckeisen STS-1V/VBB Seismometer|15945100000.0|0.02|M/S||2007-03-19T19:53:00|2262-04-11T23:47:16
AF|MSNA||BHZ|-22.345|30.023|600.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2007-05-07T12:54:00|2262-04-11T23:47:16
AF|MSNA||HHZ|-22.345|30.023|600.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2007-05-07T12:54:00|2262-04-11T23:47:16
AF|MSNA||LHZ|-22.345|30.023|600.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2007-05-07T12:54:00|2262-04-11T23:47:16
AF|MSNA||VHZ|-22.345|30.023|600.0|0.0|0.0|-90.0|Streckeisen STS-1V/VBB Seismometer|15945100000.0|0.02|M/S||2007-05-07T12:54:00|2262-04-11T23:47:16
AF|MZM||BHZ|-11.4245|34.006|1273.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AF|POGA||BHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-03-27T00:00:00|2014-06-04T00:00:00
AF|POGA||BHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-03-27T00:00:00|2014-06-05T00:00:00
AF|POGA||BHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2007-04-04T09:07:00|2262-04-11T23:47:16
AF|POGA||BHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2014-06-05T00:00:00|2262-04-11T23:47:16
AF|POGA||HHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2006-03-27T00:00:00|2014-06-04T00:00:00
AF|POGA||HHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2006-03-27T00:00:00|2014-06-05T00:00:00
AF|POGA||HHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2007-04-04T09:07:00|2262-04-11T23:47:16
AF|POGA||HHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2014-06-05T00:00:00|2262-04-11T23:47:16
AF|POGA||LHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-04-24T00:00:00|2262-04-11T23:47:16
AF|POGA||LHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2007-04-04T09:07:00|2262-04-11T23:47:16
AF|POGA||VHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0|Streckeisen STS-1V/VBB Seismometer|15945100000.0|0.02|M/S||2007-04-04T09:07:00|2262-04-11T23:47:16
AF|POGA||VHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0|Streckeisen STS-1V/VBB Seismometer|15945100000.0|0.02|M/S||2015-01-23T00:00:00|2015-05-23T00:00:00
AF|POGA||VHZ|-27.3688|31.612|290.0|0.0|0.0|-90.0|Streckeisen STS-1V/VBB Seismometer|15945100000.0|0.02|M/S||2015-01-23T00:00:00|2262-04-11T23:47:16
AF|TEZI||BHZ|-15.7694|26.036|1106.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-10T00:00:00|2008-06-18T23:59:59
AF|TEZI||BHZ|-15.7694|26.036|1106.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2008-06-19T00:00:00|2010-02-25T23:59:59
AF|TEZI||BHZ|-15.7694|26.036|1106.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2010-02-26T00:00:00|2010-08-12T23:59:59
AF|TEZI||BHZ|-15.7694|26.036|1106.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2010-08-13T00:00:00|2262-04-11T23:47:16
AK|BRSE||BHZ|59.7049|-150.671|975.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2013-07-01T00:00:00|2262-04-11T23:47:16
AK|BRSE||LHZ|59.7049|-150.671|975.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2013-07-01T00:00:00|2262-04-11T23:47:16
AT|SVW2||BHZ|61.0961|-155.581|499.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2008-07-02T02:09:00|2011-06-07T00:00:00
AT|SVW2||BHZ|61.0961|-155.581|499.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2011-06-07T00:00:00|2262-04-11T23:47:16
AV|MGLS||EHZ|58.2096|-155.326|654.0|0.0|0.0|-90.0|Geotech GS-13 Seismometer|4563400000.0|5.0|M/S||2009-09-04T00:00:00|2016-06-04T00:00:00
AV|MGLS||EHZ|58.2096|-155.326|654.0|0.0|0.0|-90.0|Geotech GS-13 Seismometer|4563400000.0|5.0|M/S||2016-06-04T00:00:00|2262-04-11T23:47:16
AW|VNA2||BHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNA2||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNA3||BHZ|-71.2425|-9.669|480.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNA3||LHZ|-71.2425|-9.669|480.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAA1||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAA1||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Geotech GS-13 Seismometer|4563400000.0|5.0|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAA2||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAA2||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Geotech GS-13 Seismometer|4563400000.0|5.0|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAA3||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAA3||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Geotech GS-13 Seismometer|4563400000.0|5.0|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB1||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB1||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Geotech GS-13 Seismometer|4563400000.0|5.0|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB2||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB2||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Geotech GS-13 Seismometer|4563400000.0|5.0|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB3||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB3||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Geotech GS-13 Seismometer|4563400000.0|5.0|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB4||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB4||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Geotech GS-13 Seismometer|4563400000.0|5.0|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB5||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAB5||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Geotech GS-13 Seismometer|4563400000.0|5.0|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC1||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC1||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Geotech GS-13 Seismometer|4563400000.0|5.0|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC2||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC3||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Geotech GS-13 Seismometer|4563400000.0|5.0|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC4||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC4||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Geotech GS-13 Seismometer|4563400000.0|5.0|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC6||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC6||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Geotech GS-13 Seismometer|4563400000.0|5.0|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC7||LHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
AW|VNAC7||SHZ|-70.9242|-7.393|350.0|0.0|0.0|-90.0|Geotech GS-13 Seismometer|4563400000.0|5.0|M/S||2006-01-01T00:00:00|2262-04-11T23:47:16
BA|PZUN||BHZ|40.6451|15.807|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2008-03-27T11:00:00|2015-11-27T11:00:00
BA|PZUN||BHZ|40.6451|15.807|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2015-11-27T11:00:00|2262-04-11T23:47:16
BA|PZUN||HHZ|40.6451|15.807|0.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2008-03-27T11:00:00|2015-11-26T09:48:00
BA|PZUN||HHZ|40.6451|15.807|0.0|0.0|0.0|-90.0|Streckeisen STS-2.5|2447790000.0|0.02|M/S||2015-11-27T11:00:00|2262-04-11T23:47:16
BA|PZUN||LHZ|40.6451|15.807|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2008-03-27T11:00:00|2015-11-27T11:00:00
BA|PZUN||LHZ|40.6451|15.807|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S||2015-11-27T11:00:00|2262-04-11T23:47:16
