#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
GE|AWDQ||BHZ|-24.0478|151.3157|110.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AWH||BHZ|52.63|0.9511|60.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AWI||BHZ|17.143|-61.835|23.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AWI1||BHZ|52.8319|1.4471|46.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AWKL||BHZ|23.4252|32.447|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AWOON||BHZ|-24.0773|151.3147|553.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AX-||BHZ|32.8356|-86.1764|183.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AX-AL||BHZ|32.8356|-86.1764|183.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AX2||BHZ|32.7772|-86.13|213.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AX2AL||BHZ|32.7772|-86.13|213.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AXAR||BHZ|38.7664|22.659|406.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AXS||BHZ|38.1962|21.3763|97.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AXZ||BHZ|-45.2672|169.3311|260.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AY-||BHZ|43.5278|-99.1083|610.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AY-SD||BHZ|43.5278|-99.1083|610.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AYA||BHZ|13.6294|-89.2894|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AYAN||BHZ|28.4822|77.1267|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AYDB||BHZ|37.9466|27.8908|1246.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AYDN||BHZ|37.6608|27.8792|716.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AYE||BHZ|-17.0133|-71.6719|240.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AYK||BHZ|36.1522|33.3269|50.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AYN||BHZ|28.866|36.001|770.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AYNT||BHZ|35.5737|8.9293|1100.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AYS||BHZ|36.8955|31.5736|565.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AYT||BHZ|29.7044|31.1529|145.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AYUS||BHZ|28.1889|35.2689|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AYVA||BHZ|39.3083|26.6903|82.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AYVM||BHZ|19.1678|-98.9542|2924.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AZ-||BHZ|35.43|-101.9305|988.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AZ-TX||BHZ|35.43|-101.9305|988.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AZ1C||BHZ|3.731|-76.1118|3980.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AZAC||BHZ|56.8954|-158.2307|1057.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AZAP||BHZ|-24.2245|-65.0663|2159.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AZI||BHZ|41.9884|13.4357|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AZJ||BHZ|35.4772|136.3239|370.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AZL||BHZ|23.72|92.73|750.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AZO||BHZ|15.966|-97.408|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AZU||BHZ|7.7917|-80.274|14.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AZU1||BHZ|-0.0825|-77.5905|1766.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AZU2||BHZ|7.534|-80.026|66.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|AZUC||BHZ|3.694|-76.136|3680.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B04A||BHZ|48.0575|-123.504|293.8|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B05A||BHZ|48.2641|-122.096|154.5|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B06A||BHZ|48.5183|-121.4845|75.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B07A||BHZ|48.4607|-120.1197|781.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B08A||BHZ|48.3584|-119.3332|696.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B09A||BHZ|48.4226|-118.1488|630.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B10A||BHZ|48.2995|-117.2252|585.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B11A||BHZ|48.4366|-116.3674|870.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B12A||BHZ|48.4694|-115.5889|764.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B13A||BHZ|48.3739|-114.4676|933.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B14A||BHZ|48.3609|-113.2729|1529.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B15A||BHZ|48.3129|-112.5619|1222.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B16A||BHZ|48.4128|-111.7073|1038.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B17A||BHZ|48.2921|-110.7988|894.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B18A||BHZ|48.3943|-109.7775|950.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B19A||BHZ|48.4551|-108.9443|803.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B1NU||BHZ|68.4619|-71.588|181.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B20A||BHZ|48.4389|-108.0209|827.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B21A||BHZ|48.4278|-107.0166|661.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B22A||BHZ|48.3008|-105.9964|836.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B23A||BHZ|48.4643|-104.9909|716.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B25A||BHZ|48.2716|-103.1613|705.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B26A||BHZ|48.3762|-102.2341|708.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B27A||BHZ|48.4044|-101.26|492.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B28A||BHZ|48.4492|-100.3616|451.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B29A||BHZ|48.4649|-99.3535|460.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B2NU||BHZ|68.9216|-73.1966|157.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B30A||BHZ|48.4505|-98.3286|480.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B5GA||BHZ|13.067|-59.5955|35.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|B941||BHZ|46.9868|-122.219|3.8|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA-||BHZ|44.8994|-92.2722|335.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA-WS||BHZ|44.8994|-92.2722|335.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA01||BHZ|50.7789|6.0614|216.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA02||BHZ|50.7722|6.2157|230.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA03||BHZ|50.8379|6.3866|120.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA04||BHZ|50.762|6.7941|118.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA05||BHZ|50.9175|6.6637|72.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA06||BHZ|50.9196|6.7052|73.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA07||BHZ|50.9259|6.9243|50.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA08||BHZ|50.9642|7.0755|58.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA09||BHZ|50.9638|7.1755|200.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA10||BHZ|50.6131|6.9945|186.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA11||BHZ|50.7666|6.501|138.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA12||BHZ|50.9091|6.1863|116.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA13||BHZ|51.0707|6.0753|42.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA14||BHZ|50.6717|6.5661|239.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA15||BHZ|50.7117|6.9275|157.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA16||BHZ|51.0301|6.6616|81.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA17||BHZ|51.2516|6.3657|65.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA18||BHZ|50.5938|6.8393|262.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BA19||BHZ|50.9412|6.9577|48.5|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAA||BHZ|-34.5917|-58.4833|25.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAB||BHZ|30.1214|-2.1861|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BABE||BHZ|47.6058|-122.5353|83.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAC||BHZ|46.5669|26.9124|169.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BACC||BHZ|33.6122|-117.0406|551.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BACF||BHZ|48.444|6.739|316.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BACH||BHZ|-33.3528|-70.4917|820.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BACM||BHZ|44.2783|10.0722|450.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BACU||BHZ|59.854|17.1078|100.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAD||BHZ|46.2367|13.2433|640.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BADA||BHZ|28.566|34.962|495.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BADI||BHZ|43.5097|12.2443|430.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BADN||BHZ|28.733|81.167|1556.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BADT||BHZ|40.8523|29.1175|175.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAE||BHZ|-15.8411|-47.82|1200.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAE1||BHZ|-15.6426|-47.9689|1170.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAE2||BHZ|-15.6501|-47.9469|1110.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAE3||BHZ|-15.6569|-47.9261|1150.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAE4||BHZ|-15.6642|-47.9031|1258.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAE5||BHZ|-15.6725|-47.8809|1260.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAEE||BHZ|-15.7386|-47.62|1200.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAF||BHZ|47.8347|6.9953|1000.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAG||BHZ|16.4108|120.58|1507.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAGL||BHZ|60.4901|-142.0895|55.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAH||BHZ|21.3397|-158.077|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAHL||BHZ|51.7369|7.8217|92.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAI||BHZ|41.107|16.879|15.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAI2||BHZ|41.5092|14.5531|745.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAIF||BHZ|50.0592|4.2078|215.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAK||BHZ|40.372|49.818|83.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAKC||BHZ|35.3444|-119.1044|116.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAKI||BHZ|-1.1914|136.107|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAL||BHZ|-30.6065|116.7072|300.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BALA||BHZ|55.1937|-162.7857|329.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BALAT||BHZ|39.5562|33.1198|1288.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BALB||BHZ|39.64|27.88|120.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BALC||BHZ|34.3076|-118.9671|258.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BALD||BHZ|45.6831|10.8181|1911.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BALI||BHZ|45.7806|10.8625|1751.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BALM||BHZ|61.0362|-142.345|1300.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BALP||BHZ|15.741|121.576|50.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BALST||BHZ|47.3358|7.695|908.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BALT||BHZ|41.5342|33.3858|1746.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BALY||BHZ|39.7403|27.6195|645.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAM||BHZ|30.6661|-9.1661|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAMF||BHZ|14.8157|-61.1483|670.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAN||BHZ|51.1717|-115.558|1500.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BANI||BHZ|-4.5224|129.9045|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BANI||BHZ|18.3923|-70.3582|1038.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BANL||BHZ|10.5197|-84.832|821.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BANM||BHZ|-38.0515|144.2498|200.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BANO||BHZ|45.0198|-77.928|360.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BANOM||BHZ|25.9233|56.2996|504.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BANR||BHZ|45.3825|21.1355|80.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAO||BHZ|-15.6349|-47.9915|1211.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAP||BHZ|38.5264|-112.795|2387.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAPM||BHZ|36.1758|-121.643|1219.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAPR||BHZ|44.4059|26.119|103.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAR||BHZ|32.6801|-116.6721|496.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAR1||BHZ|9.2422|-83.3117|530.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BARA||BHZ|21.44|39.471|250.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BARB||BHZ|-21.221|-43.8005|1030.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BARC||BHZ|6.6434|-73.1764|1859.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BARK||BHZ|60.4035|-142.4911|1141.5|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BARN||BHZ|61.0599|-141.6601|1915.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BARS||BHZ|42.8165|21.8153|392.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BART||BHZ|37.7772|-25.1689|887.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BARV||BHZ|9.9839|-70.7456|615.6|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAS||BHZ|47.54|7.5817|309.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAS1||BHZ|-15.6561|-47.9997|1145.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAS2||BHZ|-15.6779|-48.007|1060.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAS3||BHZ|-15.6986|-48.0146|1120.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAS4||BHZ|-15.7191|-48.0223|1140.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAS5||BHZ|-15.742|-48.0304|1150.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BASE||BHZ|-15.9572|-48.0706|1200.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BASI||BHZ|-10.2189|120.5777|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BASO||BHZ|44.0133|-81.6648|210.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BASP||BHZ|9.0249|-79.5536|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAT||BHZ|37.6|62.1167|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BATC||BHZ|33.459|-115.841|-18.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BATG||BHZ|47.2767|-66.0599|336.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BATH||BHZ|51.443|-2.329|127.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BATI||BHZ|-10.2065|123.6633|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BATP||BHZ|8.797|117.801|54.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAU||BHZ|38.71|48.78|70.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAUT||BHZ|10.5065|-66.482|1976.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAUV||BHZ|8.9433|-68.0415|106.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAV||BHZ|37.2221|-80.425|622.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAVM||BHZ|36.6459|-121.0301|572.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAW||BHZ|41.12|43.8|2160.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAW1||BHZ|-15.6282|-48.0129|1150.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAW2||BHZ|-15.6213|-48.0355|1260.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAW3||BHZ|-15.6126|-48.0575|1265.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAW4||BHZ|-15.6053|-48.0794|1200.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAWE||BHZ|-15.5909|-48.1139|1340.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAY||BHZ|53.0667|105.517|0.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAYA||BHZ|-22.154|166.885|163.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
GE|BAYK||BHZ|50.82|75.55|442.0|0.0|0.0|-90.0|Streckeisen STS-2 High-gain|32628300000.0|0.02|M/S|||
